epoch,train_loss,train_rmse_mean,train_rmse_Fx,train_rmse_Fy,train_rmse_Fz,val_rmse_mean,val_rmse_Fx,val_rmse_Fy,val_rmse_Fz
1,489701.7438089623,692.521966483578,,,692.521966483578,719.8305639765991,,,719.8305639765991
2,348012.45961084904,576.1327457112773,,,576.1327457112773,361.14731175813415,,,361.14731175813415
3,213124.10023584907,455.99936753890944,,,455.99936753890944,361.7984955938247,,,361.7984955938247
4,196895.9069870283,437.1508747765022,,,437.1508747765022,346.5244511907229,,,346.5244511907229
5,185766.58984375,423.83861277168137,,,423.83861277168137,328.03651119992264,,,328.03651119992264
