subject,trial,sensors,model_kind,window_ms,rmse_%BW,mae_%BW,metrics_json_path,outdir,lag_samples,lag_ms,within_cap,path
AB01,AB01_weighted_walk_1_25lbs,lpthigh,ridge,400,26.52023000934662,19.229625315039147,E:\safestride\out_grid\AB01\AB01_weighted_walk_1_25lbs_lpthigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_weighted_walk_1_25lbs_lpthigh_ridge_w400,,,,
AB01,AB01_turn_and_step_1_right-turn,lathigh,ridge,200,25.15020569389419,16.069669430678303,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lathigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lathigh_ridge_w200,,,,
AB01,AB01_turn_and_step_1_right-turn,rathigh,ridge,400,27.938170105664344,21.085173940644165,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rathigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rathigh_ridge_w400,,,,
AB01,AB01_turn_and_step_1_right-turn,rathigh,ridge,300,29.77225090204876,22.15502895728092,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rathigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rathigh_ridge_w300,,,,
AB01,AB01_turn_and_step_1_right-turn,rathigh,ridge,200,32.27821799279295,23.73332155993792,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rathigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rathigh_ridge_w200,,,,
AB01,AB01_turn_and_step_1_right-turn,lpthigh,ridge,400,27.902529085071706,19.825532275266543,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpthigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpthigh_ridge_w400,,,,
AB01,AB01_turn_and_step_1_right-turn,lpthigh,ridge,300,29.454385680443416,21.250595073389945,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpthigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpthigh_ridge_w300,,,,
AB01,AB01_turn_and_step_1_right-turn,lpthigh,ridge,200,30.62344865896668,22.747959325134502,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpthigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpthigh_ridge_w200,,,,
AB01,AB01_turn_and_step_1_right-turn,rpthigh,ridge,400,38.11997336833418,26.25911959202281,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpthigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpthigh_ridge_w400,,,,
AB01,AB01_turn_and_step_1_right-turn,rpthigh,ridge,300,35.50296539095101,25.53165137801076,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpthigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpthigh_ridge_w300,,,,
AB01,AB01_turn_and_step_1_right-turn,rpthigh,ridge,200,37.12500733822988,26.163689131236232,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpthigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpthigh_ridge_w200,,,,
AB01,AB01_turn_and_step_1_right-turn,rshank,ridge,400,27.32687864549952,20.801155933170136,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rshank_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rshank_ridge_w400,,,,
AB01,AB01_turn_and_step_1_right-turn,rshank,ridge,300,27.663785209399148,20.69455409311057,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rshank_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rshank_ridge_w300,,,,
AB01,AB01_turn_and_step_1_right-turn,rshank,ridge,200,28.41250438815077,21.53368863670212,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rshank_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rshank_ridge_w200,,,,
AB01,AB01_turn_and_step_1_right-turn,lpelvis,ridge,200,25.81084018057412,15.76064012628438,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpelvis_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpelvis_ridge_w200,,,,
AB01,AB01_turn_and_step_1_left-turn,lathigh,ridge,300,25.49796930902181,17.499185820439624,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lathigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lathigh_ridge_w300,,,,
AB01,AB01_turn_and_step_1_left-turn,lathigh,ridge,200,25.672614330834985,17.72147875511983,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lathigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lathigh_ridge_w200,,,,
AB01,AB01_turn_and_step_1_left-turn,lpthigh,ridge,400,26.23924427778092,19.588931134506147,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpthigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpthigh_ridge_w400,,,,
AB01,AB01_turn_and_step_1_left-turn,lpthigh,ridge,300,28.177836383560383,21.290302165918984,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpthigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpthigh_ridge_w300,,,,
AB01,AB01_turn_and_step_1_left-turn,lpthigh,ridge,200,30.237432918140453,22.97914430289348,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpthigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpthigh_ridge_w200,,,,
AB01,AB01_turn_and_step_1_left-turn,rshank,ridge,400,42.899982050180746,34.154914946157184,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rshank_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rshank_ridge_w400,,,,
AB01,AB01_turn_and_step_1_left-turn,rshank,ridge,300,43.65070976623041,36.46423862241643,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rshank_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rshank_ridge_w300,,,,
AB01,AB01_turn_and_step_1_left-turn,rshank,ridge,200,44.52151961151059,38.98077099720707,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rshank_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rshank_ridge_w200,,,,
AB01,AB01_tire_run_1,lathigh,ridge,400,45.45671768430997,37.25291411427399,E:\safestride\out_grid\AB01\AB01_tire_run_1_lathigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lathigh_ridge_w400,,,,
AB01,AB01_tire_run_1,lathigh,ridge,300,50.37253547746332,42.22441452785984,E:\safestride\out_grid\AB01\AB01_tire_run_1_lathigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lathigh_ridge_w300,,,,
AB01,AB01_tire_run_1,lathigh,ridge,200,43.614943781898326,35.54615153382545,E:\safestride\out_grid\AB01\AB01_tire_run_1_lathigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lathigh_ridge_w200,,,,
AB01,AB01_tire_run_1,rathigh,ridge,400,41.60702578890149,33.57554506498227,E:\safestride\out_grid\AB01\AB01_tire_run_1_rathigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_rathigh_ridge_w400,,,,
AB01,AB01_tire_run_1,rathigh,ridge,300,50.04378577619193,41.87301853265645,E:\safestride\out_grid\AB01\AB01_tire_run_1_rathigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_rathigh_ridge_w300,,,,
AB01,AB01_tire_run_1,rathigh,ridge,200,44.38125645895145,36.73115832892603,E:\safestride\out_grid\AB01\AB01_tire_run_1_rathigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_rathigh_ridge_w200,,,,
AB01,AB01_tire_run_1,lpthigh,ridge,400,33.344857137602695,26.20762366022596,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpthigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpthigh_ridge_w400,,,,
AB01,AB01_tire_run_1,lpthigh,ridge,300,37.05104343702461,29.636887575795427,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpthigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpthigh_ridge_w300,,,,
AB01,AB01_tire_run_1,lpthigh,ridge,200,32.519136645861465,25.33332584876864,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpthigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpthigh_ridge_w200,,,,
AB01,AB01_tire_run_1,rpthigh,ridge,400,35.638769306902844,27.947816397798963,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpthigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpthigh_ridge_w400,,,,
AB01,AB01_tire_run_1,rpthigh,ridge,300,42.20366127050854,34.37772495870281,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpthigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpthigh_ridge_w300,,,,
AB01,AB01_tire_run_1,rpthigh,ridge,200,35.65783221977214,27.975459134795823,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpthigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpthigh_ridge_w200,,,,
AB01,AB01_tire_run_1,lshank,ridge,400,44.88512095062345,35.56137500119527,E:\safestride\out_grid\AB01\AB01_tire_run_1_lshank_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lshank_ridge_w400,,,,
AB01,AB01_tire_run_1,lshank,ridge,300,42.82476710918608,34.05199047215116,E:\safestride\out_grid\AB01\AB01_tire_run_1_lshank_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lshank_ridge_w300,,,,
AB01,AB01_tire_run_1,lshank,ridge,200,38.0705387710175,29.662431998783948,E:\safestride\out_grid\AB01\AB01_tire_run_1_lshank_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lshank_ridge_w200,,,,
AB01,AB01_tire_run_1,rshank,ridge,400,43.90768199183056,35.85678651787547,E:\safestride\out_grid\AB01\AB01_tire_run_1_rshank_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_rshank_ridge_w400,,,,
AB01,AB01_tire_run_1,rshank,ridge,300,43.830725075215554,35.33778004607987,E:\safestride\out_grid\AB01\AB01_tire_run_1_rshank_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_rshank_ridge_w300,,,,
AB01,AB01_tire_run_1,rshank,ridge,200,39.876898724909616,31.867671193723982,E:\safestride\out_grid\AB01\AB01_tire_run_1_rshank_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_rshank_ridge_w200,,,,
AB01,AB01_tire_run_1,lpelvis,ridge,400,34.11888364802683,26.118353754303094,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpelvis_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpelvis_ridge_w400,,,,
AB01,AB01_tire_run_1,lpelvis,ridge,300,40.23542648667797,33.095175318941074,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpelvis_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpelvis_ridge_w300,,,,
AB01,AB01_tire_run_1,lpelvis,ridge,200,30.5870998571196,23.25134196715132,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpelvis_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpelvis_ridge_w200,,,,
AB01,AB01_tire_run_1,rpelvis,ridge,400,30.60117634934954,22.5939355670567,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpelvis_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpelvis_ridge_w400,,,,
AB01,AB01_tire_run_1,rpelvis,ridge,300,37.73227163593289,29.94636255526488,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpelvis_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpelvis_ridge_w300,,,,
AB01,AB01_tire_run_1,rpelvis,ridge,200,28.40718410547848,21.44045115688466,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpelvis_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpelvis_ridge_w200,,,,
AB01,AB01_step_ups_2_right,rshank,ridge,400,28.421334818743325,18.106963429476053,E:\safestride\out_grid\AB01\AB01_step_ups_2_right_rshank_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_step_ups_2_right_rshank_ridge_w400,,,,
AB01,AB01_step_ups_2_right,rshank,ridge,300,28.155441753220405,17.40302916933423,E:\safestride\out_grid\AB01\AB01_step_ups_2_right_rshank_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_step_ups_2_right_rshank_ridge_w300,,,,
AB01,AB01_step_ups_2_right,rshank,ridge,200,28.054469738846763,18.41383640802368,E:\safestride\out_grid\AB01\AB01_step_ups_2_right_rshank_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_step_ups_2_right_rshank_ridge_w200,,,,
AB01,AB01_step_ups_2_left,lshank,ridge,400,44.26316396335359,23.234022371293413,E:\safestride\out_grid\AB01\AB01_step_ups_2_left_lshank_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_step_ups_2_left_lshank_ridge_w400,,,,
AB01,AB01_step_ups_2_left,lshank,ridge,300,41.63366290117324,22.42360667627602,E:\safestride\out_grid\AB01\AB01_step_ups_2_left_lshank_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_step_ups_2_left_lshank_ridge_w300,,,,
AB01,AB01_step_ups_2_left,lshank,ridge,200,35.53417957457925,20.538021131994512,E:\safestride\out_grid\AB01\AB01_step_ups_2_left_lshank_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_step_ups_2_left_lshank_ridge_w200,,,,
AB01,AB01_stairs_1_9_up,rathigh,ridge,200,36.41839737012789,16.47549510218406,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_rathigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_rathigh_ridge_w200,,,,
AB01,AB01_stairs_1_9_up,lpthigh,ridge,400,28.6919765197343,14.505889965994582,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lpthigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lpthigh_ridge_w400,,,,
AB01,AB01_stairs_1_9_up,lpthigh,ridge,200,25.724669020444967,12.310084498897258,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lpthigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lpthigh_ridge_w200,,,,
AB01,AB01_stairs_1_9_up,lpthigh,rf,200,25.561538512547955,8.802012240297696,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lpthigh_rf_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lpthigh_rf_w200,,,,
AB01,AB01_stairs_1_9_up,lshank,hgb,400,0.2223544322911512,0.1056579013865142,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lshank_hgb_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lshank_hgb_w400,,,,
AB01,AB01_stairs_1_9_up,lshank,hgb,300,0.3351082739753007,0.1474192190972695,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lshank_hgb_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lshank_hgb_w300,,,,
AB01,AB01_stairs_1_9_up,lshank,hgb,200,0.2783761082085003,0.1248302082095623,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lshank_hgb_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lshank_hgb_w200,,,,
AB01,AB01_stairs_1_9_up,lshank,rf,400,0.4347925198787111,0.1211905829269311,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lshank_rf_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lshank_rf_w400,,,,
AB01,AB01_stairs_1_9_up,lshank,rf,300,0.1511304645070652,0.0210826144574459,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lshank_rf_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lshank_rf_w300,,,,
AB01,AB01_stairs_1_9_up,lshank,rf,200,0.1985473524630521,0.0243964150404319,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lshank_rf_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lshank_rf_w200,,,,
AB01,AB01_stairs_1_9_up,lpelvis,hgb,200,27.945297062104107,12.27037901730526,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lpelvis_hgb_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_lpelvis_hgb_w200,,,,
AB01,AB01_stairs_1_9_up,rpelvis,ridge,400,29.58160793611633,13.189314066689365,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_rpelvis_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_rpelvis_ridge_w400,,,,
AB01,AB01_stairs_1_9_up,rpelvis,ridge,300,38.52008943131517,14.908842477209337,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_rpelvis_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_9_up_rpelvis_ridge_w300,,,,
AB01,AB01_stairs_1_8_down,lathigh,ridge,300,25.68728684673616,14.435949216923886,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_lathigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_lathigh_ridge_w300,,,,
AB01,AB01_stairs_1_8_down,rathigh,ridge,300,45.9105263518634,21.99730192404003,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_rathigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_rathigh_ridge_w300,,,,
AB01,AB01_stairs_1_8_down,lshank,ridge,300,27.45966658489284,14.261332149083351,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_lshank_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_lshank_ridge_w300,,,,
AB01,AB01_stairs_1_8_down,lshank,ridge,200,33.957171041127566,17.955057507634745,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_lshank_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_lshank_ridge_w200,,,,
AB01,AB01_stairs_1_8_down,lshank,hgb,200,31.107151130293392,12.397065611484436,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_lshank_hgb_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_lshank_hgb_w200,,,,
AB01,AB01_stairs_1_8_down,rshank,ridge,300,30.474922204992463,16.738880607394268,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_rshank_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_rshank_ridge_w300,,,,
AB01,AB01_stairs_1_8_down,rshank,ridge,200,25.10720871022316,14.023584802978798,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_rshank_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_rshank_ridge_w200,,,,
AB01,AB01_stairs_1_8_down,lpelvis,ridge,400,37.08081377317718,19.41141524779656,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_lpelvis_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_lpelvis_ridge_w400,,,,
AB01,AB01_stairs_1_8_down,rpelvis,ridge,400,35.81186433840687,18.91357937790372,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_rpelvis_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_rpelvis_ridge_w400,,,,
AB01,AB01_stairs_1_8_down,rpelvis,ridge,200,26.488374999962755,14.03618241826138,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_rpelvis_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_8_down_rpelvis_ridge_w200,,,,
AB01,AB01_stairs_1_7_up,rathigh,ridge,400,43.77144878818383,22.708047404958943,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rathigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rathigh_ridge_w400,,,,
AB01,AB01_stairs_1_7_up,rathigh,ridge,300,35.88183959228555,20.089965117018387,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rathigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rathigh_ridge_w300,,,,
AB01,AB01_stairs_1_7_up,lpthigh,ridge,200,47.748809730049466,23.9206903102848,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_lpthigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_lpthigh_ridge_w200,,,,
AB01,AB01_stairs_1_7_up,lpthigh,hgb,400,37.96364692035275,17.312889548571572,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_lpthigh_hgb_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_lpthigh_hgb_w400,,,,
AB01,AB01_stairs_1_7_up,lpthigh,hgb,300,41.11121942188332,18.56327845730109,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_lpthigh_hgb_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_lpthigh_hgb_w300,,,,
AB01,AB01_stairs_1_7_up,lpthigh,hgb,200,42.84371330889617,19.261471376106567,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_lpthigh_hgb_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_lpthigh_hgb_w200,,,,
AB01,AB01_stairs_1_7_up,lpthigh,rf,400,36.05888043613644,16.20840190292233,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_lpthigh_rf_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_lpthigh_rf_w400,,,,
AB01,AB01_stairs_1_7_up,lpthigh,rf,300,42.43010644314743,18.917765412865727,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_lpthigh_rf_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_lpthigh_rf_w300,,,,
AB01,AB01_stairs_1_7_up,lpthigh,rf,200,41.45324316247709,18.617598772625733,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_lpthigh_rf_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_lpthigh_rf_w200,,,,
AB01,AB01_stairs_1_7_up,rpthigh,ridge,400,40.04696394768133,21.050105969409945,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rpthigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rpthigh_ridge_w400,,,,
AB01,AB01_stairs_1_7_up,rpthigh,ridge,300,27.610398045475367,13.750466847024692,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rpthigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rpthigh_ridge_w300,,,,
AB01,AB01_stairs_1_7_up,rpthigh,ridge,200,27.93292488971109,14.863693960308456,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rpthigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rpthigh_ridge_w200,,,,
AB01,AB01_stairs_1_7_up,rpthigh,rf,200,26.24313655599759,10.947644499130648,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rpthigh_rf_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rpthigh_rf_w200,,,,
AB01,AB01_stairs_1_7_up,lshank,rf,400,0.1864191302420428,0.0341277523696879,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_lshank_rf_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_lshank_rf_w400,,,,
AB01,AB01_stairs_1_7_up,lshank,rf,300,0.4575028010065513,0.0530723024741603,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_lshank_rf_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_lshank_rf_w300,,,,
AB01,AB01_stairs_1_7_up,rshank,ridge,300,26.46631133693847,15.10071714381267,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rshank_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rshank_ridge_w300,,,,
AB01,AB01_stairs_1_7_up,rshank,ridge,200,32.78755692497014,19.21906898451935,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rshank_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rshank_ridge_w200,,,,
AB01,AB01_stairs_1_7_up,rshank,hgb,200,25.67069807188188,9.310349475110405,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rshank_hgb_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rshank_hgb_w200,,,,
AB01,AB01_stairs_1_7_up,rshank,rf,400,25.34644853270788,11.165158572027844,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rshank_rf_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_stairs_1_7_up_rshank_rf_w400,,,,
