trial,sensortag,model_kind,window_ms,rmse_%BW,mae_%BW,rmse_N,mae_N,metrics_path,outdir,issues
AB01_weighted_walk_1_25lbs,lpthigh,ridge,400,26.52023000934662,19.229625315039147,205.19887014709445,148.7882038205299,E:\safestride\out_grid\AB01\AB01_weighted_walk_1_25lbs_lpthigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_weighted_walk_1_25lbs_lpthigh_ridge_w400,RMSE_HIGH
AB01_weighted_walk_1_25lbs,lpthigh,ridge,300,24.93166684441241,16.6954147395874,192.90744709054823,129.1798841862641,E:\safestride\out_grid\AB01\AB01_weighted_walk_1_25lbs_lpthigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_weighted_walk_1_25lbs_lpthigh_ridge_w300,RMSE_HIGH
AB01_weighted_walk_1_25lbs,lpthigh,ridge,200,23.452633442237605,15.85777922935342,181.463504751846,122.69872394615604,E:\safestride\out_grid\AB01\AB01_weighted_walk_1_25lbs_lpthigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_weighted_walk_1_25lbs_lpthigh_ridge_w200,RMSE_HIGH
AB01_weighted_walk_1_25lbs,lpelvis,ridge,400,21.92713016652645,15.892547207062462,169.66000423653003,122.96773932576174,E:\safestride\out_grid\AB01\AB01_weighted_walk_1_25lbs_lpelvis_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_weighted_walk_1_25lbs_lpelvis_ridge_w400,RMSE_HIGH
AB01_weighted_walk_1_25lbs,lpelvis,ridge,300,21.01510555354958,14.840389292492084,162.60326226772972,114.8267233839666,E:\safestride\out_grid\AB01\AB01_weighted_walk_1_25lbs_lpelvis_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_weighted_walk_1_25lbs_lpelvis_ridge_w300,RMSE_HIGH
AB01_weighted_walk_1_25lbs,lpelvis,ridge,200,20.127214748892403,12.972043268647246,155.73325435809107,100.37049532705836,E:\safestride\out_grid\AB01\AB01_weighted_walk_1_25lbs_lpelvis_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_weighted_walk_1_25lbs_lpelvis_ridge_w200,RMSE_HIGH
AB01_walk_backward_2_1-0,rathigh,ridge,200,20.026683902289243,14.218378457079652,154.9554022757136,110.0139476048388,E:\safestride\out_grid\AB01\AB01_walk_backward_2_1-0_rathigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_walk_backward_2_1-0_rathigh_ridge_w200,RMSE_HIGH
AB01_walk_backward_2_1-0,lpthigh,ridge,400,20.30992260811137,15.7023338051186,157.14694670787514,121.49597323806344,E:\safestride\out_grid\AB01\AB01_walk_backward_2_1-0_lpthigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_walk_backward_2_1-0_lpthigh_ridge_w400,RMSE_HIGH
AB01_walk_backward_1_0-6,rathigh,ridge,200,21.361557336506102,15.852429538211515,165.2839145244436,122.65733099528164,E:\safestride\out_grid\AB01\AB01_walk_backward_1_0-6_rathigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_walk_backward_1_0-6_rathigh_ridge_w200,RMSE_HIGH
AB01_turn_and_step_1_right-turn,lathigh,ridge,400,24.94311743191797,15.833141534395438,192.99604540277377,122.50809109091216,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lathigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lathigh_ridge_w400,RMSE_HIGH
AB01_turn_and_step_1_right-turn,lathigh,ridge,300,24.36454370434283,15.788782292293886,188.5193619368548,122.16486381284513,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lathigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lathigh_ridge_w300,RMSE_HIGH
AB01_turn_and_step_1_right-turn,lathigh,ridge,200,25.15020569389419,16.069669430678303,194.59837982307369,124.33821311694312,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lathigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lathigh_ridge_w200,RMSE_HIGH
AB01_turn_and_step_1_right-turn,lathigh,hgb,200,21.04596761071723,6.896221668569414,162.84205579474607,53.35914862637416,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lathigh_hgb_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lathigh_hgb_w200,RMSE_HIGH
AB01_turn_and_step_1_right-turn,rathigh,ridge,400,27.938170105664344,21.085173940644165,216.1701062788368,163.14541268873927,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rathigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rathigh_ridge_w400,RMSE_HIGH
AB01_turn_and_step_1_right-turn,rathigh,ridge,300,29.77225090204876,22.15502895728092,230.3612089594668,171.423359017172,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rathigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rathigh_ridge_w300,RMSE_HIGH
AB01_turn_and_step_1_right-turn,rathigh,ridge,200,32.27821799279295,23.73332155993792,249.7509961319492,183.63531414397875,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rathigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rathigh_ridge_w200,RMSE_HIGH
AB01_turn_and_step_1_right-turn,lpthigh,ridge,400,27.902529085071706,19.825532275266543,215.89433577632144,153.39900225283446,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpthigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpthigh_ridge_w400,RMSE_HIGH
AB01_turn_and_step_1_right-turn,lpthigh,ridge,300,29.454385680443416,21.250595073389945,227.901743701832,164.42534991122653,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpthigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpthigh_ridge_w300,RMSE_HIGH
AB01_turn_and_step_1_right-turn,lpthigh,ridge,200,30.623448658966677,22.747959325134502,236.9473063624584,176.01112622419012,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpthigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpthigh_ridge_w200,RMSE_HIGH
AB01_turn_and_step_1_right-turn,rpthigh,ridge,400,38.11997336833418,26.25911959202281,294.9512678609012,203.17854217107012,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpthigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpthigh_ridge_w400,RMSE_HIGH
AB01_turn_and_step_1_right-turn,rpthigh,ridge,300,35.50296539095101,25.531651378010757,274.7023077298729,197.5497955300875,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpthigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpthigh_ridge_w300,RMSE_HIGH
AB01_turn_and_step_1_right-turn,rpthigh,ridge,200,37.12500733822988,26.163689131236232,287.25277108541366,202.44015405286305,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpthigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpthigh_ridge_w200,RMSE_HIGH
AB01_turn_and_step_1_right-turn,lshank,ridge,400,20.84604375907573,12.199760446274782,161.29515561862266,94.3949980357834,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lshank_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lshank_ridge_w400,RMSE_HIGH
AB01_turn_and_step_1_right-turn,lshank,ridge,300,21.21645260984285,12.188739404085336,164.16117441420283,94.30972330761097,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lshank_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lshank_ridge_w300,RMSE_HIGH
AB01_turn_and_step_1_right-turn,lshank,ridge,200,24.083821239054554,12.936716944526994,186.34728678208575,100.09715977177204,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lshank_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lshank_ridge_w200,RMSE_HIGH
AB01_turn_and_step_1_right-turn,lshank,hgb,200,20.34306601874484,6.22901842883232,157.40339208607932,48.196699020760576,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lshank_hgb_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lshank_hgb_w200,RMSE_HIGH
AB01_turn_and_step_1_right-turn,rshank,ridge,400,27.32687864549952,20.801155933170136,211.44027109595248,160.94783845146608,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rshank_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rshank_ridge_w400,RMSE_HIGH
AB01_turn_and_step_1_right-turn,rshank,ridge,300,27.663785209399148,20.69455409311057,214.047067727542,160.123012379893,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rshank_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rshank_ridge_w300,RMSE_HIGH
AB01_turn_and_step_1_right-turn,rshank,ridge,200,28.41250438815077,21.53368863670212,219.84024257870837,166.6157713109316,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rshank_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rshank_ridge_w200,RMSE_HIGH
AB01_turn_and_step_1_right-turn,lpelvis,ridge,400,21.506165374214987,13.627841879011642,166.4028115302988,105.44470221905672,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpelvis_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpelvis_ridge_w400,RMSE_HIGH
AB01_turn_and_step_1_right-turn,lpelvis,ridge,300,24.18509370872656,14.908587624093236,187.13087713354116,115.3544043499892,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpelvis_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpelvis_ridge_w300,RMSE_HIGH
AB01_turn_and_step_1_right-turn,lpelvis,ridge,200,25.81084018057412,15.76064012628438,199.71000405103663,121.94711529910268,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpelvis_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpelvis_ridge_w200,RMSE_HIGH
AB01_turn_and_step_1_right-turn,lpelvis,hgb,300,21.18888913914587,6.952102361989348,163.94790352468345,53.79152252165204,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpelvis_hgb_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_lpelvis_hgb_w300,RMSE_HIGH
AB01_turn_and_step_1_right-turn,rpelvis,ridge,400,21.789068693684584,14.150583824192871,168.59176092838342,109.48939023616212,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpelvis_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpelvis_ridge_w400,RMSE_HIGH
AB01_turn_and_step_1_right-turn,rpelvis,ridge,300,23.34726880733988,14.979621223946149,180.6482514894552,115.90402305341529,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpelvis_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpelvis_ridge_w300,RMSE_HIGH
AB01_turn_and_step_1_right-turn,rpelvis,ridge,200,24.5616482803051,15.73851795705964,190.04444811725463,121.77594619051952,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpelvis_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpelvis_ridge_w200,RMSE_HIGH
AB01_turn_and_step_1_right-turn,rpelvis,hgb,400,24.181821686791665,8.192900535045505,187.10556003772783,63.39213243725116,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpelvis_hgb_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpelvis_hgb_w400,RMSE_HIGH
AB01_turn_and_step_1_right-turn,rpelvis,hgb,300,23.59795480652725,8.31230897874325,182.58792108420664,64.31604892380368,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpelvis_hgb_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpelvis_hgb_w300,RMSE_HIGH
AB01_turn_and_step_1_right-turn,rpelvis,hgb,200,21.328278513851156,7.142344481474798,165.02642140292028,55.263510809802064,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpelvis_hgb_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpelvis_hgb_w200,RMSE_HIGH
AB01_turn_and_step_1_right-turn,rpelvis,rf,400,23.93756289589413,7.895931515471208,185.21562062551288,61.094350432198425,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpelvis_rf_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpelvis_rf_w400,RMSE_HIGH
AB01_turn_and_step_1_right-turn,rpelvis,rf,300,22.06991175514299,7.348190830527454,170.7647691896091,56.856235994863525,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpelvis_rf_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpelvis_rf_w300,RMSE_HIGH
AB01_turn_and_step_1_right-turn,rpelvis,rf,200,21.56142262384745,7.122684623563977,166.8303615624072,55.11139370413853,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpelvis_rf_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_right-turn_rpelvis_rf_w200,RMSE_HIGH
AB01_turn_and_step_1_left-turn,lathigh,ridge,400,24.12553369944511,16.708709062092574,186.67003472734044,129.28274830005464,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lathigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lathigh_ridge_w400,RMSE_HIGH
AB01_turn_and_step_1_left-turn,lathigh,ridge,300,25.49796930902181,17.499185820439624,197.28918231148745,135.39902020392523,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lathigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lathigh_ridge_w300,RMSE_HIGH
AB01_turn_and_step_1_left-turn,lathigh,ridge,200,25.672614330834985,17.72147875511983,198.640488885384,137.11899997114386,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lathigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lathigh_ridge_w200,RMSE_HIGH
AB01_turn_and_step_1_left-turn,rathigh,ridge,400,22.4218669395509,16.331981504187894,173.48800372254726,126.36783884383688,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rathigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rathigh_ridge_w400,RMSE_HIGH
AB01_turn_and_step_1_left-turn,rathigh,ridge,300,22.883989216209372,16.53718725285763,177.0636502763932,127.95560741748342,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rathigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rathigh_ridge_w300,RMSE_HIGH
AB01_turn_and_step_1_left-turn,rathigh,ridge,200,24.68028018306808,17.887589570814402,190.9623561595976,138.40427357879074,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rathigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rathigh_ridge_w200,RMSE_HIGH
AB01_turn_and_step_1_left-turn,lpthigh,ridge,400,26.23924427778092,19.588931134506147,203.0247579834965,151.56831350155153,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpthigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpthigh_ridge_w400,RMSE_HIGH
AB01_turn_and_step_1_left-turn,lpthigh,ridge,300,28.177836383560383,21.290302165918984,218.02451136579472,164.73258142923802,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpthigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpthigh_ridge_w300,RMSE_HIGH
AB01_turn_and_step_1_left-turn,lpthigh,ridge,200,30.237432918140453,22.979144302893477,233.96053008455212,177.79990770211856,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpthigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpthigh_ridge_w200,RMSE_HIGH
AB01_turn_and_step_1_left-turn,rpthigh,ridge,400,24.375312299927387,17.149871781602457,188.6026833728394,132.69622139446383,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rpthigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rpthigh_ridge_w400,RMSE_HIGH
AB01_turn_and_step_1_left-turn,rpthigh,ridge,300,23.983176654988576,17.14614112801002,185.5685546621349,132.66735566057656,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rpthigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rpthigh_ridge_w300,RMSE_HIGH
AB01_turn_and_step_1_left-turn,rpthigh,ridge,200,23.69867749890633,17.21340870705656,183.36725756307868,133.18783497817734,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rpthigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rpthigh_ridge_w200,RMSE_HIGH
AB01_turn_and_step_1_left-turn,lshank,ridge,200,20.793732573212136,13.337359609486017,160.89040059834264,103.1971110977348,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lshank_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lshank_ridge_w200,RMSE_HIGH
AB01_turn_and_step_1_left-turn,rshank,ridge,400,42.899982050180746,34.154914946157184,331.93633097922753,264.2718390621618,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rshank_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rshank_ridge_w400,RMSE_HIGH
AB01_turn_and_step_1_left-turn,rshank,ridge,300,43.65070976623041,36.46423862241643,337.7450467809838,282.1401082666644,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rshank_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rshank_ridge_w300,RMSE_HIGH
AB01_turn_and_step_1_left-turn,rshank,ridge,200,44.52151961151059,38.98077099720707,344.48289167529583,301.6116437629112,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rshank_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rshank_ridge_w200,RMSE_HIGH
AB01_turn_and_step_1_left-turn,lpelvis,ridge,400,24.90950477703857,16.17247555209216,192.73596927215704,125.13367001723748,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpelvis_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpelvis_ridge_w400,RMSE_HIGH
AB01_turn_and_step_1_left-turn,lpelvis,ridge,300,24.205678487804708,16.046448869572394,187.29015076757727,124.15854525955898,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpelvis_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpelvis_ridge_w300,RMSE_HIGH
AB01_turn_and_step_1_left-turn,lpelvis,ridge,200,23.69526550788407,16.098915491757765,183.34085746389127,124.56450296011734,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpelvis_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpelvis_ridge_w200,RMSE_HIGH
AB01_turn_and_step_1_left-turn,rpelvis,ridge,400,21.85763329834759,15.845521719692488,169.12227591275467,122.60388211664122,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rpelvis_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rpelvis_ridge_w400,RMSE_HIGH
AB01_turn_and_step_1_left-turn,rpelvis,ridge,300,22.204356016917835,16.12730207921732,171.80502451937943,124.78414267183852,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rpelvis_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rpelvis_ridge_w300,RMSE_HIGH
AB01_turn_and_step_1_left-turn,rpelvis,ridge,200,23.15553465530545,16.941009274910506,179.164718678759,131.0801588499771,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rpelvis_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rpelvis_ridge_w200,RMSE_HIGH
AB01_tire_run_1,lathigh,ridge,400,45.45671768430997,37.25291411427399,351.7189370578035,288.2424429668098,E:\safestride\out_grid\AB01\AB01_tire_run_1_lathigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lathigh_ridge_w400,RMSE_HIGH
AB01_tire_run_1,lathigh,ridge,300,50.37253547746332,42.22441452785984,389.7548159566119,326.7091631816833,E:\safestride\out_grid\AB01\AB01_tire_run_1_lathigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lathigh_ridge_w300,RMSE_HIGH
AB01_tire_run_1,lathigh,ridge,200,43.614943781898326,35.54615153382545,337.4683093781763,275.03645821502045,E:\safestride\out_grid\AB01\AB01_tire_run_1_lathigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lathigh_ridge_w200,RMSE_HIGH
AB01_tire_run_1,lathigh,hgb,400,22.22755397068503,9.885389143544035,171.98451745368186,76.48767308973899,E:\safestride\out_grid\AB01\AB01_tire_run_1_lathigh_hgb_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lathigh_hgb_w400,RMSE_HIGH
AB01_tire_run_1,lathigh,hgb,200,20.067946535313595,8.212194070521782,155.2746697056306,63.54141514254744,E:\safestride\out_grid\AB01\AB01_tire_run_1_lathigh_hgb_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lathigh_hgb_w200,RMSE_HIGH
AB01_tire_run_1,lathigh,rf,400,20.563414359723684,9.160641631697333,159.10832566288877,70.87997773715537,E:\safestride\out_grid\AB01\AB01_tire_run_1_lathigh_rf_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lathigh_rf_w400,RMSE_HIGH
AB01_tire_run_1,rathigh,ridge,400,41.60702578890149,33.57554506498227,321.93215062820457,259.7889954000801,E:\safestride\out_grid\AB01\AB01_tire_run_1_rathigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_rathigh_ridge_w400,RMSE_HIGH
AB01_tire_run_1,rathigh,ridge,300,50.04378577619193,41.87301853265645,387.21113261607104,323.9902553454943,E:\safestride\out_grid\AB01\AB01_tire_run_1_rathigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_rathigh_ridge_w300,RMSE_HIGH
AB01_tire_run_1,rathigh,ridge,200,44.38125645895145,36.73115832892603,343.397612987356,284.20538530899995,E:\safestride\out_grid\AB01\AB01_tire_run_1_rathigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_rathigh_ridge_w200,RMSE_HIGH
AB01_tire_run_1,rathigh,hgb,200,21.867163942522147,8.79531501581591,169.19601876550158,68.05328246388251,E:\safestride\out_grid\AB01\AB01_tire_run_1_rathigh_hgb_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_rathigh_hgb_w200,RMSE_HIGH
AB01_tire_run_1,lpthigh,ridge,400,33.344857137602695,26.20762366022596,258.004059823044,202.7800951358008,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpthigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpthigh_ridge_w400,RMSE_HIGH
AB01_tire_run_1,lpthigh,ridge,300,37.05104343702461,29.636887575795427,286.6804793310193,229.31384241714247,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpthigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpthigh_ridge_w300,RMSE_HIGH
AB01_tire_run_1,lpthigh,ridge,200,32.519136645861465,25.33332584876864,251.61509140524035,196.0152622885785,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpthigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpthigh_ridge_w200,RMSE_HIGH
AB01_tire_run_1,rpthigh,ridge,400,35.638769306902844,27.947816397798963,275.7530833115721,216.2447439515279,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpthigh_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpthigh_ridge_w400,RMSE_HIGH
AB01_tire_run_1,rpthigh,ridge,300,42.20366127050854,34.37772495870281,326.5485859559633,265.9958196918814,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpthigh_ridge_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpthigh_ridge_w300,RMSE_HIGH
AB01_tire_run_1,rpthigh,ridge,200,35.65783221977214,27.975459134795823,275.90058158670445,216.4586281598297,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpthigh_ridge_w200\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpthigh_ridge_w200,RMSE_HIGH
AB01_tire_run_1,lshank,ridge,400,44.88512095062345,35.56137500119527,347.2962377112704,275.1542489846671,E:\safestride\out_grid\AB01\AB01_tire_run_1_lshank_ridge_w400\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_tire_run_1_lshank_ridge_w400,RMSE_HIGH
