subject,trial,task,sensortag,rmse_%BW,mae_%BW,window_ms,bw_kg,outdir,fz_mean,fz_std,fz_min,fz_max,fz_ptp,fz_absmean,fz_p95,fz_p05,kin_rom_knee_deg,kin_knee_peak1_deg,kin_knee_peak2_deg,kin_knee_peak3_deg,kin_frontal_excursion_deg,kin_knee_var_deg,kin_omega_knee_peak_dps,kin_omega_thigh_peak_dps,kin_omega_shank_peak_dps,kin_jerk_rms,stance_count,stance_mean_dur_s,fz_peak_N,fz_peak_%BW,fz_impulse_Ns,fz_stance_dur_s,fz_ttp_s,fz_loading_rate_Ns,lag_ms
AB01,AB01_turn_and_step_1_left-turn,turn,lpthigh,13.639126965930664,5.060698028110233,300,78.9,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpthigh_hgb_w300,667.6697619940345,240.80503165025252,-192.9374998039605,1168.6292786907286,1361.566778494689,671.5680326849327,859.075267699872,9.25479694286381,41.33693966505257,31.188966692751062,31.180221050164143,31.161560509049345,418.6893447030602,9.188338183286572,359.897844048308,314.725991821456,271.188371636558,168965.20435237302,35.0,0.07714285714285714,,,,,,,
AB01,AB01_turn_and_step_1_left-turn,turn,rpthigh,17.796427154564693,6.301902506819985,300,78.9,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rpthigh_hgb_w300,679.4912075729642,215.98755262308327,-227.5097416759296,1176.8521740838682,1404.3619157597975,682.9709465379407,855.1548976990389,77.44809272205238,41.33693966505257,31.188966692751062,31.180221050164143,31.161560509049345,418.6893447030602,9.188338183286572,359.897844048308,314.725991821456,271.188371636558,168965.20435237302,35.0,0.07714285714285714,,,,,,,
AB01,AB01_turn_and_step_1_left-turn,turn,lshank,12.9469475731425,4.205096731594708,300,78.9,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lshank_hgb_w300,675.8511301804059,227.1953725933361,-154.3486468125844,1174.589887460032,1328.9385342726164,678.6084331431553,849.828234758465,25.11037013627779,41.33693966505257,31.188966692751062,31.180221050164143,31.161560509049345,418.6893447030602,9.188338183286572,359.897844048308,314.725991821456,271.188371636558,168965.20435237302,35.0,0.07714285714285714,,,,,,,
AB01,AB01_turn_and_step_1_left-turn,turn,rshank,17.207843701082773,7.270153561345396,300,78.9,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rshank_hgb_w300,418.90673691071646,358.1701789250566,-214.1807699361461,1131.800408843148,1345.9811787792942,430.03796347936975,817.5018673725682,-35.18093672317631,41.33693966505257,31.188966692751062,31.180221050164143,31.161560509049345,418.6893447030602,9.188338183286572,359.897844048308,314.725991821456,271.188371636558,168965.20435237302,35.0,0.07714285714285714,,,,,,,
AB01,AB01_turn_and_step_1_left-turn,turn,lpelvis,16.184841805602222,5.550118036030213,300,78.9,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_lpelvis_hgb_w300,677.6567076275288,221.2309991353963,-168.78689858760274,1177.6798681900077,1346.4667667776105,680.0927775818304,850.2741518833201,42.66012526336018,41.33693966505257,31.188966692751062,31.180221050164143,31.161560509049345,418.6893447030602,9.188338183286572,359.897844048308,314.725991821456,271.188371636558,168965.20435237302,35.0,0.07714285714285714,,,,,,,
AB01,AB01_turn_and_step_1_left-turn,turn,rpelvis,16.421416639691078,5.8250575322441644,300,78.9,E:\safestride\out_grid\AB01\AB01_turn_and_step_1_left-turn_rpelvis_hgb_w300,667.5175978686475,237.2487189361094,-192.7092633229068,1172.448110493292,1365.1573738161987,670.5593726650438,852.5601808512027,23.217097777345483,41.33693966505257,31.188966692751062,31.180221050164143,31.161560509049345,418.6893447030602,9.188338183286572,359.897844048308,314.725991821456,271.188371636558,168965.20435237302,35.0,0.07714285714285714,,,,,,,
AB01,AB01_tire_run_1,tire,lathigh,19.219080343039792,8.606877440881945,300,78.9,E:\safestride\out_grid\AB01\AB01_tire_run_1_lathigh_hgb_w300,682.0399466187721,440.7921794384289,-460.47381114410047,1777.3222001322004,2237.7960112763008,686.4998333650215,1320.4405569398284,34.75908963164524,42.45740466863002,15.620736622327456,15.58871204570238,15.586185036721943,587.7396051552,8.4876421398119,565.984158327862,405.11914684475,362.106549640971,396588.09225400054,90.0,0.038166666666665856,,,,,,,
AB01,AB01_tire_run_1,tire,rathigh,17.955471826768353,8.38941950224933,300,78.9,E:\safestride\out_grid\AB01\AB01_tire_run_1_rathigh_hgb_w300,682.6169186252378,441.2684536300424,-430.2783094739848,1782.3683311011291,2212.646640575114,687.383764131136,1323.9769758595785,25.20420573823356,42.45740466863002,15.620736622327456,15.58871204570238,15.586185036721943,587.7396051552,8.4876421398119,565.984158327862,405.11914684475,362.106549640971,396588.09225400054,90.0,0.038166666666665856,,,,,,,
AB01,AB01_tire_run_1,tire,lpthigh,18.61432298332105,7.871856387423107,300,78.9,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpthigh_hgb_w300,683.7882048716573,449.42266627209705,-341.54322645193866,1779.488193512891,2121.0314199648296,690.8645267158792,1319.7000583208585,2.484931749270311,42.45740466863002,15.620736622327456,15.58871204570238,15.586185036721943,587.7396051552,8.4876421398119,565.984158327862,405.11914684475,362.106549640971,396588.09225400054,90.0,0.038166666666665856,,,,,,,
AB01,AB01_tire_run_1,tire,rpthigh,16.210448705981328,7.139974997347919,300,78.9,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpthigh_hgb_w300,669.8487868525073,458.88264676772354,-556.35899099634,1780.4248078352634,2336.7837988316032,680.977427110095,1323.5971469195126,-18.796205913603764,42.45740466863002,15.620736622327456,15.58871204570238,15.586185036721943,587.7396051552,8.4876421398119,565.984158327862,405.11914684475,362.106549640971,396588.09225400054,90.0,0.038166666666665856,,,,,,,
AB01,AB01_tire_run_1,tire,lshank,17.13599835218112,7.407326897357151,300,78.9,E:\safestride\out_grid\AB01\AB01_tire_run_1_lshank_hgb_w300,679.4486516417375,448.20206234952633,-255.49219732106903,1779.9899997014252,2035.482197022494,683.6787615629254,1319.8006453596104,19.94439545149387,42.45740466863002,15.620736622327456,15.58871204570238,15.586185036721943,587.7396051552,8.4876421398119,565.984158327862,405.11914684475,362.106549640971,396588.09225400054,90.0,0.038166666666665856,,,,,,,
AB01,AB01_tire_run_1,tire,rshank,18.04273612680848,7.61344037677566,300,78.9,E:\safestride\out_grid\AB01\AB01_tire_run_1_rshank_hgb_w300,682.8999000247942,447.80675302228735,-281.19653487598293,1777.869663206856,2059.066198082839,687.7234631723187,1323.8613228028553,18.34184470487336,42.45740466863002,15.620736622327456,15.58871204570238,15.586185036721943,587.7396051552,8.4876421398119,565.984158327862,405.11914684475,362.106549640971,396588.09225400054,90.0,0.038166666666665856,,,,,,,
AB01,AB01_tire_run_1,tire,lpelvis,15.350076473070857,6.811285733930315,300,78.9,E:\safestride\out_grid\AB01\AB01_tire_run_1_lpelvis_hgb_w300,675.3103768259862,447.9712613163756,-235.4493422866616,1777.5324396361168,2012.9817819227785,680.2100296882784,1319.502734944267,7.764533457056397,42.45740466863002,15.620736622327456,15.58871204570238,15.586185036721943,587.7396051552,8.4876421398119,565.984158327862,405.11914684475,362.106549640971,396588.09225400054,90.0,0.038166666666665856,,,,,,,
AB01,AB01_tire_run_1,tire,rpelvis,16.990422744727457,6.7525900788816005,300,78.9,E:\safestride\out_grid\AB01\AB01_tire_run_1_rpelvis_hgb_w300,673.0870904134584,455.97814936475567,-240.72125924019284,1777.124175390873,2017.845434631066,679.146510131499,1323.4276659120908,-1.4093993297108236,42.45740466863002,15.620736622327456,15.58871204570238,15.586185036721943,587.7396051552,8.4876421398119,565.984158327862,405.11914684475,362.106549640971,396588.09225400054,90.0,0.038166666666665856,,,,,,,
AB01,AB01_step_ups_2_right,step,lathigh,6.967407700759474,2.297004266479556,300,78.9,E:\safestride\out_grid\AB01\AB01_step_ups_2_right_lathigh_hgb_w300,791.2026349635225,261.8664944676791,337.2111387241205,1613.3194158540273,1276.1082771299068,791.2026349635225,1385.09122098089,493.8275061697209,31.666312963432944,28.39313976212655,28.378816526030352,28.34988354088976,304.1808106816817,7.375928662181412,338.940378466986,243.689893434303,270.722634697433,281515.29770453234,33.0,0.02560606060606006,,,,,,,
AB01,AB01_step_ups_2_right,step,rathigh,6.41476708072966,2.0171410042940976,300,78.9,E:\safestride\out_grid\AB01\AB01_step_ups_2_right_rathigh_hgb_w300,789.434453719254,259.9426863717494,333.5356013805374,1613.2671247607316,1279.7315233801942,789.434453719254,1392.671313387114,504.0343212055071,31.666312963432944,28.39313976212655,28.378816526030352,28.34988354088976,304.1808106816817,7.375928662181412,338.940378466986,243.689893434303,270.722634697433,281515.29770453234,33.0,0.02560606060606006,,,,,,,
AB01,AB01_step_ups_2_right,step,lpthigh,6.694661653702338,2.125551513605267,300,78.9,E:\safestride\out_grid\AB01\AB01_step_ups_2_right_lpthigh_hgb_w300,792.4981965429168,256.95135406998725,334.2084835289009,1613.6021277222285,1279.3936441933276,792.4981965429168,1368.6291526284529,512.0023999052152,31.666312963432944,28.39313976212655,28.378816526030352,28.34988354088976,304.1808106816817,7.375928662181412,338.940378466986,243.689893434303,270.722634697433,281515.29770453234,33.0,0.02560606060606006,,,,,,,
AB01,AB01_step_ups_2_right,step,rpthigh,7.4385832660425075,2.4588325250790244,300,78.9,E:\safestride\out_grid\AB01\AB01_step_ups_2_right_rpthigh_hgb_w300,793.8744473271892,261.98875397455856,328.2116909184196,1613.5100863116545,1285.2983953932348,793.8744473271892,1385.794671917999,495.0784524789297,31.666312963432944,28.39313976212655,28.378816526030352,28.34988354088976,304.1808106816817,7.375928662181412,338.940378466986,243.689893434303,270.722634697433,281515.29770453234,33.0,0.02560606060606006,,,,,,,
AB01,AB01_step_ups_2_right,step,lshank,6.263791127117123,1.9529241781037656,300,78.9,E:\safestride\out_grid\AB01\AB01_step_ups_2_right_lshank_hgb_w300,783.6059649300305,253.6442824274841,333.52100851736776,1613.4319161229685,1279.9109076056006,783.6059649300305,1357.1509932818974,486.0004874102863,31.666312963432944,28.39313976212655,28.378816526030352,28.34988354088976,304.1808106816817,7.375928662181412,338.940378466986,243.689893434303,270.722634697433,281515.29770453234,33.0,0.02560606060606006,,,,,,,
