trial,sensortag,model_kind,window_ms,rmse_%BW,mae_%BW,rmse_N,mae_N,metrics_path,outdir,rmse_num,lag_samples,lag_ms,within_cap,path
AB01_lift_weight_1_25lbs-r-c,lshank,hgb,300,28.33687854124392,8.091815669445207,219.25509160778037,62.60999366232946,E:\safestride\out_grid\AB01\AB01_lift_weight_1_25lbs-r-c_lshank_hgb_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_lift_weight_1_25lbs-r-c_lshank_hgb_w300,28.33687854124392,,,,
AB01_lift_weight_1_25lbs-l-l,rshank,hgb,300,44.44388593834704,19.846029863839064,343.8822052554226,153.5576012549675,E:\safestride\out_grid\AB01\AB01_lift_weight_1_25lbs-l-l_rshank_hgb_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_lift_weight_1_25lbs-l-l_rshank_hgb_w300,44.44388593834704,,,,
AB01_jump_2_180,lathigh,hgb,300,42.75484599156718,13.6888142015229,330.8133484396866,105.91647232380862,E:\safestride\out_grid\AB01\AB01_jump_2_180_lathigh_hgb_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_jump_2_180_lathigh_hgb_w300,42.75484599156718,,,,
AB01_jump_2_180,rathigh,hgb,300,46.02030565519204,15.16618697572662,356.0796690278028,117.34756564184696,E:\safestride\out_grid\AB01\AB01_jump_2_180_rathigh_hgb_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_jump_2_180_rathigh_hgb_w300,46.02030565519204,,,,
AB01_jump_2_180,lshank,hgb,300,31.425060770295307,11.861717369145682,243.14973746818,91.77940769348652,E:\safestride\out_grid\AB01\AB01_jump_2_180_lshank_hgb_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_jump_2_180_lshank_hgb_w300,31.425060770295307,,,,
AB01_jump_2_180,rshank,hgb,300,35.84758966744789,12.998995564945574,277.36881975248724,100.57903728715208,E:\safestride\out_grid\AB01\AB01_jump_2_180_rshank_hgb_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_jump_2_180_rshank_hgb_w300,35.84758966744789,,,,
AB01_jump_1_hop,lathigh,hgb,300,25.92458121232813,7.726798186203361,200.59006923889748,59.7856902864249,E:\safestride\out_grid\AB01\AB01_jump_1_hop_lathigh_hgb_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_jump_1_hop_lathigh_hgb_w300,25.92458121232813,,,,
AB01_jump_1_hop,rathigh,hgb,300,30.510470591287653,8.897781791506995,236.07314456857628,68.84611369468315,E:\safestride\out_grid\AB01\AB01_jump_1_hop_rathigh_hgb_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_jump_1_hop_rathigh_hgb_w300,30.510470591287653,,,,
AB01_jump_1_hop,rpthigh,hgb,300,28.66661048574717,9.787870520676906,221.80637500312145,75.73312792841938,E:\safestride\out_grid\AB01\AB01_jump_1_hop_rpthigh_hgb_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_jump_1_hop_rpthigh_hgb_w300,28.66661048574717,,,,
AB01_jump_1_hop,lshank,hgb,300,28.08793692062967,7.89794517225165,217.32891904952476,61.109930994511245,E:\safestride\out_grid\AB01\AB01_jump_1_hop_lshank_hgb_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_jump_1_hop_lshank_hgb_w300,28.08793692062967,,,,
AB01_jump_1_hop,lpelvis,hgb,300,33.62722024693796,10.09802731039948,260.1888293739263,78.13294960406442,E:\safestride\out_grid\AB01\AB01_jump_1_hop_lpelvis_hgb_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_jump_1_hop_lpelvis_hgb_w300,33.62722024693796,,,,
AB01_jump_1_hop,rpelvis,hgb,300,26.419465910080227,9.286425396179393,204.41921328463263,71.85322292942824,E:\safestride\out_grid\AB01\AB01_jump_1_hop_rpelvis_hgb_w300\eval\metrics_eval.json,E:\safestride\out_grid\AB01\AB01_jump_1_hop_rpelvis_hgb_w300,26.419465910080227,,,,
