subject,trial,task,sensortag,rmse_%BW,mae_%BW,window_ms,bw_kg,outdir,fz_mean,fz_std,fz_min,fz_max,fz_ptp,fz_absmean,fz_p95,fz_p05
AB01,AB01_squats_1_25lbs,squats,rshank,9.820227879074878,3.431029868444089,300,78.9,E:\safestride\out_grid\AB01\AB01_squats_1_25lbs_rshank_hgb_w300,915.5209064619526,307.82563197655463,213.50643015357,1821.1564537312,1607.65002357763,915.5209064619526,1556.2275980210736,483.60218879454203
AB01,AB01_squats_1_25lbs,squats,lpelvis,4.125791876817415,1.383381858214842,300,78.9,E:\safestride\out_grid\AB01\AB01_squats_1_25lbs_lpelvis_hgb_w300,892.0076002183058,282.8505537619436,201.52573750993025,1821.4175780923008,1619.8918405823706,892.0076002183058,1447.6308133626485,483.4118610723233
AB01,AB01_squats_1_25lbs,squats,rpelvis,7.989890375485185,3.082575534625617,300,78.9,E:\safestride\out_grid\AB01\AB01_squats_1_25lbs_rpelvis_hgb_w300,896.2553326691191,299.34704402312235,200.51558167959803,1820.220044675164,1619.704462995566,896.2553326691191,1472.7199115651003,488.83865191432295
AB01,AB01_sit_to_stand_2_tall-noarm,sit,lathigh,6.89944008438482,2.5904526053397303,300,78.9,E:\safestride\out_grid\AB01\AB01_sit_to_stand_2_tall-noarm_lathigh_hgb_w300,739.1679166524477,163.03952214019276,208.55933217131525,1141.583865535464,933.0245333641487,739.1679166524477,980.0449665367989,438.633993346912
AB01,AB01_sit_to_stand_2_tall-noarm,sit,rathigh,6.731843963025052,2.492492799745359,300,78.9,E:\safestride\out_grid\AB01\AB01_sit_to_stand_2_tall-noarm_rathigh_hgb_w300,741.0292936967676,162.84779066218604,233.2312471871969,1140.375351022857,907.1441038356602,741.0292936967676,978.3561679941366,449.4498919068098
AB01,AB01_sit_to_stand_2_tall-noarm,sit,lpthigh,6.042120826662829,2.176925442382561,300,78.9,E:\safestride\out_grid\AB01\AB01_sit_to_stand_2_tall-noarm_lpthigh_hgb_w300,741.5191369119325,165.85798842009922,214.5273591728004,1139.8460853482015,925.3187261754011,741.5191369119325,986.8351527096444,450.7653844861777
AB01,AB01_sit_to_stand_2_tall-noarm,sit,rpthigh,6.03189295777109,2.146533727898772,300,78.9,E:\safestride\out_grid\AB01\AB01_sit_to_stand_2_tall-noarm_rpthigh_hgb_w300,740.9509661071096,163.3824450446312,221.93339481426875,1141.4810018718065,919.5476070575378,740.9509661071096,980.6390262557481,452.50696073524324
AB01,AB01_sit_to_stand_2_tall-noarm,sit,lshank,8.815175977811366,3.3830569841514437,300,78.9,E:\safestride\out_grid\AB01\AB01_sit_to_stand_2_tall-noarm_lshank_hgb_w300,737.6225050256623,154.4298848538803,216.5822641258209,1141.6516176862528,925.069353560432,737.6225050256623,963.8187090907305,460.4596021690383
AB01,AB01_sit_to_stand_2_tall-noarm,sit,rshank,8.597171914901189,3.088977387792113,300,78.9,E:\safestride\out_grid\AB01\AB01_sit_to_stand_2_tall-noarm_rshank_hgb_w300,739.9330374501702,156.92841150286912,232.8990406067205,1139.434721387747,906.5356807810265,739.9330374501702,969.168696310897,458.1443948436213
AB01,AB01_sit_to_stand_2_tall-noarm,sit,lpelvis,6.006786968045418,2.135699311473254,300,78.9,E:\safestride\out_grid\AB01\AB01_sit_to_stand_2_tall-noarm_lpelvis_hgb_w300,737.9110052002492,166.86532978106757,217.23447415610005,1139.0205879681002,921.7861138120002,737.9110052002492,975.0531815319309,432.5704519671771
AB01,AB01_sit_to_stand_2_tall-noarm,sit,rpelvis,7.210365626069894,2.3268798264317745,300,78.9,E:\safestride\out_grid\AB01\AB01_sit_to_stand_2_tall-noarm_rpelvis_hgb_w300,737.8163239116852,166.13802370175816,217.22231727020392,1140.5607044198434,923.3383871496395,737.8163239116852,974.6081500388456,435.93944834744195
AB01,AB01_sit_to_stand_1_short-noarm,sit,lathigh,8.206813647213533,2.9611901728083394,300,78.9,E:\safestride\out_grid\AB01\AB01_sit_to_stand_1_short-noarm_lathigh_hgb_w300,754.053349634519,126.27049338671847,182.67478693484628,1067.3903851443692,884.715598209523,754.053349634519,949.5791497711631,539.2812488785721
AB01,AB01_sit_to_stand_1_short-noarm,sit,rathigh,7.483521058495551,2.655721768365245,300,78.9,E:\safestride\out_grid\AB01\AB01_sit_to_stand_1_short-noarm_rathigh_hgb_w300,754.3600853910255,128.50882929672784,182.9373573178622,1065.72414390913,882.7867865912677,754.3600853910255,954.2108762713598,526.0744132201266
AB01,AB01_sit_to_stand_1_short-noarm,sit,lpthigh,8.048197189415472,2.846123067504569,300,78.9,E:\safestride\out_grid\AB01\AB01_sit_to_stand_1_short-noarm_lpthigh_hgb_w300,751.9209244495229,129.4861457583969,190.3018677593593,1069.116897443659,878.8150296842996,751.9209244495229,947.4261336836535,532.0916173420991
AB01,AB01_sit_to_stand_1_short-noarm,sit,rpthigh,7.842469752422498,2.7712330058106645,300,78.9,E:\safestride\out_grid\AB01\AB01_sit_to_stand_1_short-noarm_rpthigh_hgb_w300,754.6579919367352,129.34554307397283,185.3983048280723,1068.377631654874,882.9793268268018,754.6579919367352,943.759626848046,523.4965111603221
AB01,AB01_sit_to_stand_1_short-noarm,sit,lshank,10.774884943065198,3.7692827800083,300,78.9,E:\safestride\out_grid\AB01\AB01_sit_to_stand_1_short-noarm_lshank_hgb_w300,751.2272428688301,124.2833699817466,197.2374846997408,1067.1832323128092,869.9457476130684,751.2272428688301,932.6183622147234,511.87243116704633
AB01,AB01_sit_to_stand_1_short-noarm,sit,rshank,10.34457756298358,3.8226156401985016,300,78.9,E:\safestride\out_grid\AB01\AB01_sit_to_stand_1_short-noarm_rshank_hgb_w300,753.7123958676827,123.22427056957166,196.73255144557297,1067.8703074144316,871.1377559688586,753.7123958676827,942.3493550971808,548.8709505056446
AB01,AB01_sit_to_stand_1_short-noarm,sit,lpelvis,11.343698138336864,3.681917918721684,300,78.9,E:\safestride\out_grid\AB01\AB01_sit_to_stand_1_short-noarm_lpelvis_hgb_w300,744.6320608348451,132.91593674903638,181.8128354052056,1068.0898818246133,886.2770464194077,744.6320608348451,934.0492891026339,494.65552723578327
AB01,AB01_sit_to_stand_1_short-noarm,sit,rpelvis,11.902814204568443,3.813077122647952,300,78.9,E:\safestride\out_grid\AB01\AB01_sit_to_stand_1_short-noarm_rpelvis_hgb_w300,744.363654284446,131.8885921096019,197.41697456960208,1066.4863311723582,869.0693566027561,744.363654284446,932.727789893271,510.40011768293016
AB01,AB01_side_shuffle_1,side,lathigh,8.035202746305508,3.033659499698895,300,78.9,E:\safestride\out_grid\AB01\AB01_side_shuffle_1_lathigh_hgb_w300,768.0734109734782,264.9982660811441,-101.24423372412248,1405.4740096945964,1506.7182434187189,768.2751085173778,1197.3745436048766,197.06261837219796
AB01,AB01_side_shuffle_1,side,rathigh,11.82429672647786,3.95775966985499,300,78.9,E:\safestride\out_grid\AB01\AB01_side_shuffle_1_rathigh_hgb_w300,768.4213070811803,267.6772792430594,-41.296987508419846,1404.5702771939466,1445.8672647023664,768.4994306263995,1197.1480546196676,201.71293881816322
AB01,AB01_side_shuffle_1,side,lpthigh,10.150068927159014,3.842354339813326,300,78.9,E:\safestride\out_grid\AB01\AB01_side_shuffle_1_lpthigh_hgb_w300,767.290914221318,261.08344550754003,-23.74734277204493,1404.12915365284,1427.8764964248849,767.3146853352039,1204.1550553971551,219.13157217624638
AB01,AB01_side_shuffle_1,side,rpthigh,10.428800274229964,3.8413320240366233,300,78.9,E:\safestride\out_grid\AB01\AB01_side_shuffle_1_rpthigh_hgb_w300,767.8761211558531,262.4881636376353,42.79374224626715,1405.137014316098,1362.3432720698308,767.8761211558531,1190.2834747776708,228.44687781872955
AB01,AB01_side_shuffle_1,side,lshank,7.915117305886273,3.0062024736792465,300,78.9,E:\safestride\out_grid\AB01\AB01_side_shuffle_1_lshank_hgb_w300,770.7814097523341,264.10297638703923,-24.028448188213105,1404.165427724755,1428.1938759129682,770.8233014834428,1198.506293659119,225.6480964656343
AB01,AB01_side_shuffle_1,side,rshank,11.636173276322824,4.125749519343758,300,78.9,E:\safestride\out_grid\AB01\AB01_side_shuffle_1_rshank_hgb_w300,768.6834552823191,262.3023948060073,-5.238436725606561,1404.4745233850774,1409.712960110684,768.6886989627251,1200.9208146580304,223.178996809087
AB01,AB01_side_shuffle_1,side,lpelvis,7.133000320523043,2.680356845002103,300,78.9,E:\safestride\out_grid\AB01\AB01_side_shuffle_1_lpelvis_hgb_w300,773.8301571378953,270.85973711888886,-21.15642117854643,1405.1977606586836,1426.35418183723,773.8528267723453,1205.889571527969,191.13105004810228
AB01,AB01_side_shuffle_1,side,rpelvis,9.01209425428501,3.1887069018052814,300,78.9,E:\safestride\out_grid\AB01\AB01_side_shuffle_1_rpelvis_hgb_w300,772.1708628557282,273.0885271768793,-150.83432539490127,1404.4431572030985,1555.2774825979998,773.2272291293707,1202.578089348636,206.64189806347224
AB01,AB01_push_1,push,lathigh,7.188460224826447,2.4579241981968383,300,78.9,E:\safestride\out_grid\AB01\AB01_push_1_lathigh_hgb_w300,771.7510908075561,113.45634774282229,192.5335207207224,1218.123153491838,1025.5896327711155,771.7510908075561,946.7463241736435,592.5883453711158
AB01,AB01_push_1,push,rathigh,7.533527149336119,2.5876915247184105,300,78.9,E:\safestride\out_grid\AB01\AB01_push_1_rathigh_hgb_w300,772.334915208096,113.00544975991492,137.9617502190796,1213.3264320318192,1075.3646818127395,772.334915208096,947.5278994438155,600.6004329081389
AB01,AB01_push_1,push,lpthigh,7.056052135799963,2.380290776487579,300,78.9,E:\safestride\out_grid\AB01\AB01_push_1_lpthigh_hgb_w300,775.0454862512994,112.58506562611535,176.83144953534926,1213.518591915623,1036.6871423802736,775.0454862512994,946.702029529263,600.3172166705883
AB01,AB01_push_1,push,rpthigh,7.4014385067088195,2.5697253541560547,300,78.9,E:\safestride\out_grid\AB01\AB01_push_1_rpthigh_hgb_w300,773.9451797729618,112.43870242822666,89.26408488861476,1216.3477778087129,1127.0836929200982,773.9451797729618,947.3733260262417,601.7409820099176
AB01,AB01_push_1,push,lshank,6.639565945075164,2.431846424499893,300,78.9,E:\safestride\out_grid\AB01\AB01_push_1_lshank_hgb_w300,775.5210995199059,115.90967509644781,207.88158126951336,1212.514544035007,1004.6329627654936,775.5210995199059,952.3774503719475,597.9333424347196
AB01,AB01_push_1,push,rshank,6.7270190447610725,2.454462294159185,300,78.9,E:\safestride\out_grid\AB01\AB01_push_1_rshank_hgb_w300,774.7988600976623,111.32208462848189,212.93547276117772,1216.6739134629556,1003.7384407017779,774.7988600976623,945.7777065571509,603.8733143315475
AB01,AB01_push_1,push,lpelvis,7.281377825924187,2.4157537670616733,300,78.9,E:\safestride\out_grid\AB01\AB01_push_1_lpelvis_hgb_w300,774.6392306998937,111.02750708871008,205.40135046902023,1212.8019932262782,1007.400642757258,774.6392306998937,946.403932084544,603.2750273527981
AB01,AB01_push_1,push,rpelvis,7.513905231298603,2.4178087841825837,300,78.9,E:\safestride\out_grid\AB01\AB01_push_1_rpelvis_hgb_w300,774.5436738075185,111.38454978082659,184.50754673216343,1214.3042332414166,1029.796686509253,774.5436738075185,946.0791236062602,601.9923994410581
AB01,AB01_poses_1,poses,lathigh,3.5993202203407884,1.140301029640551,300,78.9,E:\safestride\out_grid\AB01\AB01_poses_1_lathigh_hgb_w300,785.6658823050572,50.49887631960549,252.8204604992755,1118.0957202132463,865.2752597139709,785.6658823050572,885.8829989673264,739.031697869005
AB01,AB01_poses_1,poses,rathigh,3.413728398929484,1.102676214295067,300,78.9,E:\safestride\out_grid\AB01\AB01_poses_1_rathigh_hgb_w300,786.2822302852675,50.29685666846028,263.44504896938975,1100.571402444314,837.1263534749241,786.2822302852675,886.2424982154572,739.4808162238891
AB01,AB01_poses_1,poses,lpthigh,3.6776989134859535,1.1358238752257124,300,78.9,E:\safestride\out_grid\AB01\AB01_poses_1_lpthigh_hgb_w300,785.3160182108984,50.46225065360179,244.7603915280468,1109.5511128703724,864.7907213423257,785.3160182108984,885.9777944501186,739.3140510543454
AB01,AB01_poses_1,poses,rpthigh,3.4769864284408696,1.059918492114919,300,78.9,E:\safestride\out_grid\AB01\AB01_poses_1_rpthigh_hgb_w300,785.0903761638683,51.30970248422853,244.4285315918062,1105.5656176980744,861.1370861062683,785.0903761638683,886.2907628151991,734.788582092915
AB01,AB01_poses_1,poses,lshank,4.311886734240671,1.3322671895766578,300,78.9,E:\safestride\out_grid\AB01\AB01_poses_1_lshank_hgb_w300,784.992690608483,53.04179820196409,223.0673528760097,1109.894285534562,886.8269326585523,784.992690608483,885.9625077126778,730.1974570506844
AB01,AB01_poses_1,poses,rshank,4.588718033692578,1.3173371606458917,300,78.9,E:\safestride\out_grid\AB01\AB01_poses_1_rshank_hgb_w300,783.3160872069946,56.933961869448325,248.9539688027533,1099.956363264315,851.0023944615618,783.3160872069946,886.1885861257746,730.3874143983766
AB01,AB01_poses_1,poses,lpelvis,3.3856975793038764,1.051976138670656,300,78.9,E:\safestride\out_grid\AB01\AB01_poses_1_lpelvis_hgb_w300,785.9178372140022,51.01718365153193,247.16184364138783,1101.5250696074131,854.3632259660253,785.9178372140022,886.2048360615173,736.3987542967409
AB01,AB01_poses_1,poses,rpelvis,3.1524379268120186,0.9216848806638708,300,78.9,E:\safestride\out_grid\AB01\AB01_poses_1_rpelvis_hgb_w300,785.8356901458035,51.82884508263407,249.02568498255107,1110.5312639809017,861.5055789983506,785.8356901458035,887.1441249650869,736.6494496477909
AB01,AB01_obstacle_walk_1,obstacle,lathigh,5.761402565766407,2.6038137779382398,300,78.9,E:\safestride\out_grid\AB01\AB01_obstacle_walk_1_lathigh_hgb_w300,393.399670503665,350.0967189201312,-199.57335406286904,1748.8663559979052,1948.4397100607744,401.8127290860536,857.1247748783647,-28.76926869137134
AB01,AB01_obstacle_walk_1,obstacle,rathigh,9.295379865050402,4.575724594409598,300,78.9,E:\safestride\out_grid\AB01\AB01_obstacle_walk_1_rathigh_hgb_w300,393.5082458442649,347.17257884201996,-296.10743632782123,1751.1268841172898,2047.234320445111,408.68945028106975,854.4582908597279,-52.47286335808653
AB01,AB01_obstacle_walk_1,obstacle,lpthigh,10.95306158429377,5.385419950547594,300,78.9,E:\safestride\out_grid\AB01\AB01_obstacle_walk_1_lpthigh_hgb_w300,398.21695514347147,338.8807595221774,-206.07355572808183,1747.9674471778894,1954.0410029059713,409.4491843789509,856.8927244057436,-42.23274140651725
AB01,AB01_obstacle_walk_1,obstacle,rpthigh,6.009110250467111,2.9118963691310493,300,78.9,E:\safestride\out_grid\AB01\AB01_obstacle_walk_1_rpthigh_hgb_w300,393.1432119279414,349.4849977304437,-199.02269694692,1740.9040294362485,1939.9267263831684,402.5680838867041,859.9236372860189,-31.78990590802055
AB01,AB01_obstacle_walk_1,obstacle,lshank,6.463202888306611,2.5952774465605897,300,78.9,E:\safestride\out_grid\AB01\AB01_obstacle_walk_1_lshank_hgb_w300,391.1017705428215,350.7414252482382,-179.37736769139457,1749.3784923195835,1928.755860010978,399.53189289163697,857.1425152394982,-30.278876469394945
AB01,AB01_obstacle_walk_1,obstacle,rshank,12.215365656908007,5.501483089810454,300,78.9,E:\safestride\out_grid\AB01\AB01_obstacle_walk_1_rshank_hgb_w300,403.27907205317985,342.3995547152062,-236.54979151899235,1747.455871024751,1984.0056625437435,416.62677633259005,854.0135692663921,-51.60351759433951
AB01,AB01_obstacle_walk_1,obstacle,lpelvis,6.238043929683839,3.153314461707972,300,78.9,E:\safestride\out_grid\AB01\AB01_obstacle_walk_1_lpelvis_hgb_w300,396.6659197755097,347.0968722574157,-222.2555793239578,1751.4807498673742,1973.736329191332,406.2943310063153,858.0584912928975,-37.378550186198815
AB01,AB01_obstacle_walk_1,obstacle,rpelvis,5.186648328018351,2.5344578326881173,300,78.9,E:\safestride\out_grid\AB01\AB01_obstacle_walk_1_rpelvis_hgb_w300,392.9450059620965,350.8307242185763,-443.8216366895322,1743.974251809831,2187.795888499363,401.33804145297853,856.1649921345638,-28.368404585399865
AB01,AB01_normal_walk_1_skip,normal,lathigh,10.711761053904334,3.9570651057371418,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_skip_lathigh_hgb_w300,399.9889798751804,540.1482957833097,-240.7440854816888,1666.3687785400348,1907.1128640217237,412.31356257583946,1467.0890587841914,-34.19347293859067
AB01,AB01_normal_walk_1_skip,normal,rathigh,12.415254885942993,5.304887470763152,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_skip_rathigh_hgb_w300,385.5538005276322,533.8292807273261,-171.40958347458832,1668.950284544571,1840.3598680191594,402.8503812774891,1457.172674562694,-50.266107206976486
AB01,AB01_normal_walk_1_skip,normal,lpthigh,15.86304409153237,6.17296858696828,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_skip_lpthigh_hgb_w300,407.0930253878592,539.3184261152643,-227.4873492242371,1666.1640349680647,1893.6513841923017,422.5356501747531,1457.447458667321,-45.833339269774726
AB01,AB01_normal_walk_1_skip,normal,rpthigh,12.468724356241632,4.731185642215085,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_skip_rpthigh_hgb_w300,404.1838958320281,538.9378894197332,-171.40094094108568,1666.5260710382768,1837.9270119793625,415.8558882409509,1469.4776999111948,-36.7661794904401
AB01,AB01_normal_walk_1_skip,normal,lshank,10.4567284984907,4.312921639417346,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_skip_lshank_hgb_w300,408.0201224243374,542.3571994610136,-126.08816052053396,1666.4335542894207,1792.5217148099546,419.54403344964635,1478.727673016001,-35.140533269642546
AB01,AB01_normal_walk_1_skip,normal,rshank,10.850555596524364,4.550648993090233,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_skip_rshank_hgb_w300,390.3704122366553,530.4752650466409,-195.70083426205247,1668.5435267394842,1864.2443610015366,402.56131176911765,1451.651038529766,-37.52177410002229
AB01,AB01_normal_walk_1_skip,normal,lpelvis,10.257725309550828,4.194659493511306,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_skip_lpelvis_hgb_w300,403.2663969796998,538.0905211495375,-270.63754071663266,1667.7905846671845,1938.4281253838171,413.72561775638616,1464.1442952891505,-29.42708214415643
AB01,AB01_normal_walk_1_skip,normal,rpelvis,10.90153049998673,4.404280183450239,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_skip_rpelvis_hgb_w300,399.34621666710575,538.8775833608036,-207.618488474028,1666.6070775175217,1874.2255659915497,411.7522922226574,1461.209614138704,-37.839376451025686
AB01,AB01_normal_walk_1_shuffle,normal,lathigh,4.611027008331757,1.4005855660836388,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_shuffle_lathigh_hgb_w300,394.8573629114962,334.471670404835,-60.88601459986669,803.0891212906671,863.9751358905338,396.8936905405813,783.1201879342829,-6.677673461988803
AB01,AB01_normal_walk_1_shuffle,normal,rathigh,7.5638080555585265,2.417217470360105,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_shuffle_rathigh_hgb_w300,380.07072842142156,333.51055452125837,-107.75577869774986,802.4599513064421,910.215730004192,382.68405849453205,781.8631799027125,-7.566879508475069
AB01,AB01_normal_walk_1_shuffle,normal,lpthigh,8.065823848344174,2.9472905971098613,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_shuffle_lpthigh_hgb_w300,353.2189614896109,333.85437600598834,-214.5231857551072,803.8503540786717,1018.3735398337789,362.32066784099726,782.7632129956969,-22.65222123819029
AB01,AB01_normal_walk_1_shuffle,normal,rpthigh,2.8976706165988517,1.0996026246190282,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_shuffle_rpthigh_hgb_w300,384.1425413853406,338.17450708442965,-96.60895144920298,803.1467232578308,899.7556747070338,387.1394955120794,782.9816983785021,-10.020637512809376
AB01,AB01_normal_walk_1_shuffle,normal,lshank,4.000185851556051,1.410485773911611,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_shuffle_lshank_hgb_w300,390.9713077058325,335.18043630589284,-147.30729746275713,802.6264497064597,949.9337471692168,394.82330722477377,782.7992441481097,-11.310042510878295
AB01,AB01_normal_walk_1_shuffle,normal,rshank,7.138397399948571,2.660800079092113,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_shuffle_rshank_hgb_w300,356.28978883083835,334.8124977933937,-214.2691957055017,803.015126748537,1017.2843224540387,362.4173138351611,782.7287125363248,-11.95656806149194
AB01,AB01_normal_walk_1_shuffle,normal,lpelvis,3.495577711452064,1.0557756966465626,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_shuffle_lpelvis_hgb_w300,392.52200260222895,335.2931192249752,-24.388355502048466,803.0940843604246,827.4824398624731,393.96123669139484,783.4329688454661,-4.765591109484531
AB01,AB01_normal_walk_1_shuffle,normal,rpelvis,7.04288996487116,2.4436363474768923,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_shuffle_rpelvis_hgb_w300,355.26082412127965,334.6660805941549,-138.78198479865884,802.8540146398717,941.6359994385306,359.283724432561,783.4487405628906,-11.512460803859693
AB01,AB01_normal_walk_1_2-5,normal,lathigh,7.97232838802047,2.540613248563344,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_2-5_lathigh_hgb_w300,383.47141470280144,685.1930108705517,-160.22381545523365,2094.938538578557,2255.162354033791,392.74777492274615,1961.2534119180536,-24.992091727935573
AB01,AB01_normal_walk_1_2-5,normal,rathigh,9.508317118688728,2.7786568380521843,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_2-5_rathigh_hgb_w300,380.7945206666389,683.9791576468009,-183.5860588891305,2095.810132233805,2279.3961911229353,391.49231999110236,1963.625976618384,-26.966313924782085
AB01,AB01_normal_walk_1_2-5,normal,lpthigh,10.503519880200606,3.344353313751336,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_2-5_lpthigh_hgb_w300,379.7627500854594,687.6669158353272,-420.24029531092106,2095.445079715284,2515.6853750262053,396.2879343029437,1962.0309480456333,-40.12992640675567
AB01,AB01_normal_walk_1_2-5,normal,rpthigh,8.16380202754502,3.140215504585892,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_2-5_rpthigh_hgb_w300,386.8202009695923,688.7598858395144,-211.9959445029348,2096.222561077472,2308.218505580407,398.5581115924877,1965.752364200959,-31.14222722392321
AB01,AB01_normal_walk_1_2-5,normal,lshank,7.319362092461978,1.7807798033029705,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_2-5_lshank_hgb_w300,384.2163985862909,687.2834382776002,-188.89409127218667,2095.0698081311084,2283.9638994032953,389.41890420556933,1965.7923314621296,-13.770809600281352
AB01,AB01_normal_walk_1_2-5,normal,rshank,6.992776354069825,2.449026034356153,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_2-5_rshank_hgb_w300,385.7122926779788,688.4090756714836,-210.8881908308268,2095.173113745904,2306.061304576731,394.88553076140204,1965.901328367317,-24.999228378404847
AB01,AB01_normal_walk_1_2-5,normal,lpelvis,8.638829328871434,3.0999861374555358,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_2-5_lpelvis_hgb_w300,386.02350579957664,687.784225077278,-248.36224655636,2095.290725473847,2343.652972030207,399.15222926538434,1964.68598824794,-34.40511486129015
AB01,AB01_normal_walk_1_2-5,normal,rpelvis,9.797851806779189,3.348088367083744,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_2-5_rpelvis_hgb_w300,383.5078676932284,688.4360510010712,-281.72719904390783,2095.75301940496,2377.480218448868,400.3959278054739,1957.4746655367344,-43.12263385109325
AB01,AB01_normal_walk_1_1-8,normal,lathigh,3.3086549735530983,1.5465736057972612,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_1-8_lathigh_hgb_w300,374.1672813942217,395.3889483295131,-138.34580924336916,1171.959930715254,1310.305739958623,379.6254174553419,1043.910109062028,-17.59845173823014
AB01,AB01_normal_walk_1_1-8,normal,rathigh,4.673838384700213,1.809352843489813,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_1-8_rathigh_hgb_w300,386.7530864404314,395.9005486431193,-148.26935247622134,1173.1771481720868,1321.4465006483083,393.9047053682394,1049.3265429651476,-21.83071395304557
AB01,AB01_normal_walk_1_1-8,normal,lpthigh,4.147647940119084,1.8756781787051144,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_1-8_lpthigh_hgb_w300,373.0948767346742,392.75359185046585,-124.73621378210596,1173.0929148301975,1297.8291286123035,379.37658101878554,1034.006070405443,-20.836776520596977
AB01,AB01_normal_walk_1_1-8,normal,rpthigh,3.767007841329114,1.7421303839400166,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_1-8_rpthigh_hgb_w300,385.5877443954375,393.02653891047794,-122.86139761857106,1172.2295881371851,1295.0909857557563,391.155931520211,1042.3078186305406,-17.984632574133563
AB01,AB01_normal_walk_1_1-8,normal,lshank,4.358483258616486,1.5276305563493169,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_1-8_lshank_hgb_w300,387.9758407205248,394.53775525749415,-83.71108878140014,1172.695691429606,1256.4067802110062,391.64129197059964,1042.182099642719,-12.4421981130564
AB01,AB01_normal_walk_1_1-8,normal,rshank,8.430824403293041,2.532824605299349,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_1-8_rshank_hgb_w300,378.9215111838416,390.3581446124334,-131.91192210099288,1173.531079179818,1305.443001280811,384.22736972270854,1041.0465744083606,-17.755329579089235
AB01,AB01_normal_walk_1_1-8,normal,lpelvis,8.518821963443933,2.8623436368692263,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_1-8_lpelvis_hgb_w300,382.19015939201506,392.42780321101907,-150.07374098446667,1171.3960868206825,1321.4698278051492,389.80903983290506,1040.425733442028,-25.860336750881764
AB01,AB01_normal_walk_1_1-8,normal,rpelvis,5.250125033189924,2.10741440336149,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_1-8_rpelvis_hgb_w300,386.4853688557467,393.43139736078535,-293.67387045366667,1173.1678746510113,1466.841745104678,394.1062258156606,1044.7026334226382,-24.70131728481317
AB01,AB01_normal_walk_1_1-2,normal,lathigh,3.408813123526471,1.4371784513594548,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_1-2_lathigh_hgb_w300,388.8473847098635,358.6089900537816,-128.76607407687246,1011.1847492815352,1139.9508233584077,392.0132597024506,913.723869448237,-9.98017344865158
AB01,AB01_normal_walk_1_1-2,normal,rathigh,8.219690480009742,2.798145264022633,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_1-2_rathigh_hgb_w300,372.94058424175756,354.5825245541044,-128.53855446167,1010.746914665622,1139.285469127292,379.114678996181,901.9923069832164,-19.86512099493469
AB01,AB01_normal_walk_1_1-2,normal,lpthigh,6.512711007558645,2.2951392172383565,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_1-2_lpthigh_hgb_w300,379.2962273924195,357.4447763133514,-137.241009916155,1011.5427707220464,1148.7837806382013,383.4272149846455,903.8932422417774,-13.896861486141193
AB01,AB01_normal_walk_1_1-2,normal,rpthigh,4.231093547386645,1.6030549865500527,300,78.9,E:\safestride\out_grid\AB01\AB01_normal_walk_1_1-2_rpthigh_hgb_w300,392.1626807125449,359.3800937916707,-191.1665180749151,1011.440818728294,1202.6073368032091,396.66553467661436,909.229001916802,-12.737307169984732
