epoch,train_loss,train_rmse_mean,train_rmse_Fx,train_rmse_Fy,train_rmse_Fz,val_rmse_mean,val_rmse_Fx,val_rmse_Fy,val_rmse_Fz
1,489401.76503537735,693.7981398126359,,,693.7981398126359,718.1957723215028,,,718.1957723215028
2,329389.3080778302,565.5081392382543,,,565.5081392382543,358.0936665138498,,,358.0936665138498
3,218260.8813384434,462.58596873692056,,,462.58596873692056,346.947740257634,,,346.947740257634
4,200552.73864976416,441.10454354904545,,,441.10454354904545,334.35889342433364,,,334.35889342433364
5,188576.796432783,427.2148861243646,,,427.2148861243646,328.4758404294034,,,328.4758404294034
