Fx_N,Fy_N,Fz_N,Fx_BW,Fy_BW,Fz_BW
88.23009,-13.56287,760.4231,0.11991857288481142,-0.018434074074074075,1.0335346245327897
88.77471,-16.13582,769.5215,0.12065879714576962,-0.021931117906897724,1.0459007815154604
89.28515,-18.54555,779.1221,0.12135256540944614,-0.025206320081549438,1.0589495073054707
89.83954,-20.76598,789.0009,0.12210606863744479,-0.028224233775059462,1.0723763506625892
90.48121,-22.80083,798.8973,0.12297819911654774,-0.03098991505266735,1.085827115188583
91.21289,-24.68142,808.5645,0.12397266734624533,-0.03354593272171254,1.098966360856269
92.02041,-26.46539,817.8152,0.12507021406727828,-0.03597062861026164,1.1115395174991505
92.90574,-28.23328,826.5528,0.12627351681957186,-0.03837346924906558,1.1234152905198778
93.90378,-30.08104,834.7832,0.12763001019367992,-0.04088486578321441,1.134601698946653
95.07082,-32.10877,842.6135,0.12921620115528373,-0.043640869860686375,1.1452443085287123
96.4539,-34.40605,850.2369,0.13109602446483182,-0.046763234794427455,1.1556057084607543
98.06253,-37.03698,857.9054,0.13328240570846075,-0.05033908256880734,1.1660284063880395
99.86201,-40.0304,865.8912,0.1357281821270812,-0.054407611281005776,1.1768823649337412
101.7919,-43.37883,874.4408,0.1383512062521237,-0.058958654434250767,1.1885026163778456
103.7965,-47.04333,883.7335,0.14107577302072713,-0.06393928644240571,1.2011328576282705
105.8468,-50.9595,893.8541,0.14386245327896705,-0.06926197757390418,1.21488834522596
107.9411,-55.04273,904.7864,0.14670893645939517,-0.07481172952769283,1.22974706082229
110.0863,-59.1943,916.4225,0.14962460074753653,-0.0804543662928984,1.2455623513421679
112.2743,-63.30924,928.5792,0.15259843696907915,-0.08604721712538227,1.2620852191641183
114.4682,-67.28666,941.0129,0.15558029221882433,-0.09145315664288141,1.27898457356439
116.6064,-71.04362,953.433,0.15848644240570844,-0.09655945633707103,1.2958654434250765
118.6213,-74.53074,965.5155,0.16122500849473329,-0.10129900101936798,1.3122874617737004
120.4601,-77.7431,976.9232,0.16372422697927286,-0.10566510363574584,1.327792320761128
122.0953,-80.71983,987.3331,0.16594672103295957,-0.10971094801223241,1.341941012572205
123.5207,-83.53232,996.4686,0.16788406388039417,-0.11353356439007815,1.3543575942915393
124.7379,-86.26523,1004.131,0.16953843017329256,-0.11724801902820252,1.3647720013591573
125.7461,-88.99599,1010.219,0.1709087325857968,-0.1209595514780836,1.3730465511382943
126.546,-91.77875,1014.727,0.17199592252803264,-0.12474176010873259,1.3791736323479442
127.1539,-94.63834,1017.732,0.1728221542643561,-0.12862839279646618,1.3832579001019367
127.617,-97.57627,1019.368,0.17345158002038735,-0.1326215018688413,1.3854814814814815
128.0155,-100.5844,1019.794,0.1739932042133877,-0.13671002378525315,1.3860604825008493
128.451,-103.6589,1019.183,0.17458511722731906,-0.14088875297315664,1.3852300373768263
129.0253,-106.8076,1017.701,0.17536568127760788,-0.14516833163438667,1.3832157662249405
129.8188,-110.0522,1015.488,0.17644417261297995,-0.14957825348284065,1.3802079510703364
130.8735,-113.4295,1012.64,0.1778776758409786,-0.15416853550798507,1.3763370710159701
132.1761,-116.9936,1009.188,0.17964811416921508,-0.159012708120965,1.371645259938838
133.6427,-120.8126,1005.08,0.18164145429833503,-0.16420332993544004,1.366061841658172
135.1084,-124.949,1000.172,0.18363357118586474,-0.16982534828406387,1.359391097519538
136.333,-129.4251,994.2285,0.18529799524294938,-0.1759090723751274,1.3513129459734965
137.0316,-134.1883,986.9337,0.18624750254841999,-0.18238301053346925,1.3413981651376148
136.9247,-139.0971,977.9263,0.186102208630649,-0.18905484199796127,1.3291556914712879
135.7907,-143.9454,966.8438,0.18456092422697926,-0.19564444444444445,1.314092830445124
133.499,-148.5182,953.37,0.18144614339109752,-0.20185959904858988,1.2957798165137615
130.0142,-152.651,937.268,0.17670975195378863,-0.20747672443085288,1.2738946653075094
125.3803,-156.2611,918.3898,0.1704115528372409,-0.21238341828066598,1.2482362215426437
