time_s,axx_thigh,axy_thigh,axz_thigh,gxx_thigh,gxy_thigh,gxz_thigh,axx_shank,axy_shank,axz_shank,gxx_shank,gxy_shank,gxz_shank
105.0,-5.99749898910522,-15.6362562179565,-7.62581253051758,219.489959469057,-66.8966759010458,-47.9610385216014,-2.00677752494812,-16.6959571838379,-9.84963321685791,-53.2071633891156,14.5759361699617,2.38102230079984
105.005,-6.36499309539795,-13.9929857254028,-7.76638221740723,202.575255536709,-118.379049185098,-36.6125972533551,-1.39216077327728,-16.0755615234375,-10.6375112533569,-49.318945015397,-2.55957155655361,12.6819136140598
105.01,-5.8019552230835,-13.1899795532227,-7.28165531158447,182.80788211637,-187.802184739375,-28.7078383268864,-0.388115853071213,-15.7275838851929,-11.4426565170288,-43.074270396889,-18.2581184722723,21.7429851471976
105.015,-4.59324169158936,-13.3144874572754,-6.26700878143311,161.525326851312,-265.125622521687,-25.5639876292941,0.869643568992615,-15.4435558319092,-12.2209177017212,-34.0693763159009,-31.1397784072882,29.7160562106503
105.02,-2.92604374885559,-14.4927396774292,-4.76591205596924,139.699375396267,-342.84167323787,-28.5209404455327,2.28863382339478,-15.0614719390869,-12.9355068206787,-21.8139030013499,-39.933783567463,36.6553508224648
105.025,-0.461802661418915,-17.3540000915527,-2.50828814506531,129.802759137998,-378.436766965285,-35.2632114205491,3.5029628276825,-14.4657459259033,-13.4928255081177,-5.79722721843317,-41.1976007903471,43.4514231975734
105.03,2.31940817832947,-20.7426700592041,-0.440991252660751,140.785594040352,-365.684721822601,-42.3727997238449,4.45119047164917,-13.7846641540527,-13.8786134719849,12.0397742330147,-39.2463625935416,50.9159012999539
105.035,4.7856068611145,-23.8225917816162,0.994198560714722,172.854807514423,-314.206760840752,-49.281501918367,5.18510723114014,-13.0547895431519,-14.1210508346558,31.4790714694031,-35.2758916667432,59.3335732821448
105.04,6.11853408813477,-25.5194511413574,1.19360029697418,227.892458186007,-233.112198032757,-55.2599528385008,5.75329828262329,-12.3183097839355,-14.2445163726807,52.3699836874525,-30.6333062199534,69.1355709298409
105.045,6.55459690093994,-25.126802444458,0.725925385951996,279.169693568528,-170.291724386862,-50.415289414927,6.33703994750977,-11.5963850021362,-14.4979467391968,73.1917470703447,-29.5655427470053,80.8110143347907
105.05,6.38351821899414,-24.0129890441895,0.410246431827545,317.671360636863,-125.140226123737,-44.9158089254349,6.95456504821777,-10.7955875396729,-14.8004283905029,93.7024294874886,-30.4423887722732,93.4983366048995
105.055,5.62060689926147,-22.6041793823242,0.356565058231354,344.914662971726,-94.0858763074932,-42.0054072634845,7.53343677520752,-9.96348094940186,-15.0909252166748,114.084287706697,-32.0967596269932,107.272574198389
105.06,4.20207643508911,-21.5327529907227,0.714666187763214,363.538239253276,-71.9085252800286,-47.0326143228161,7.93042135238647,-9.19672203063965,-15.261043548584,134.69455428194,-32.5707781704867,122.48100125342
105.065,3.17727112770081,-20.9785041809082,1.41370320320129,379.683221847299,-57.4666366951702,-63.8379464359848,8.10114669799805,-8.12557125091553,-15.1850996017456,154.631179789912,-30.6905261297252,139.721805737501
105.07,1.99609375,-20.0362586975098,1.73223972320557,392.32155800068,-48.4824756534076,-84.4140757257558,8.1084041595459,-6.82372760772705,-14.8947486877441,170.777419138742,-28.7757065015742,154.934945623059
105.075,0.479710727930069,-18.5873126983643,1.63510239124298,398.702184119523,-45.0058274036011,-106.054246035377,7.97259473800659,-5.40259122848511,-14.433479309082,183.802330338767,-27.617627437231,168.737460199712
105.08,-1.72255849838257,-16.5694446563721,1.24451994895935,390.626796822303,-48.510452108248,-123.892746713348,7.71721649169922,-4.148597240448,-13.900749206543,196.501960609761,-28.7435226502051,184.272602523501
105.085,-3.8548436164856,-14.8097219467163,1.61506485939026,369.3507029162,-54.1196493414726,-135.464139016482,7.60209465026855,-3.12714624404907,-13.5878829956055,210.797054768977,-34.0831972036864,203.048560325434
105.09,-5.40658092498779,-13.2185459136963,2.33132648468018,341.674721757795,-56.7180616225151,-140.774023699898,7.57287073135376,-2.16686391830444,-13.2680616378784,224.328110307258,-40.5754900852695,221.575270864176
105.095,-6.24922227859497,-11.6769409179688,3.29704070091248,310.806146256786,-54.9340674377266,-139.66264263891,7.58890438079834,-1.27023577690125,-12.7657709121704,236.453389970944,-45.7729874209878,238.970232717824
105.1,-6.29344081878662,-9.71929550170898,4.47838544845581,284.911806283001,-47.4821671287026,-131.378825288979,7.5148983001709,-0.620233416557312,-11.4887552261353,246.537508582308,-41.3155615724078,254.60497286009
105.105,-5.67592859268188,-7.58108901977539,5.36030054092407,257.404448834825,-39.6013070341397,-119.364549859683,7.71378660202026,-0.384338110685349,-10.5709047317505,254.354468842091,-35.6316796357037,268.115633453509
105.11,-5.2506422996521,-5.3411750793457,6.2113184928894,226.332169772009,-31.1383850486975,-101.009406842703,8.10528087615967,-0.384469270706177,-9.93579769134521,259.682617451348,-34.8968639791317,279.564451181798
105.115,-5.1617431640625,-3.12075638771057,7.03811979293823,191.429370358489,-23.1376346436334,-76.2602300455404,8.63869571685791,-0.539593517780304,-9.53418827056885,262.523484372453,-40.8036457243046,288.889872380156
105.12,-4.16607761383057,-1.69803512096405,7.16340827941895,156.829817683739,-24.519475827828,-53.4556866522557,9.0811767578125,-0.632158696651459,-9.1115894317627,264.121338826885,-48.6722866104423,295.943818547378
105.125,-3.38466477394104,-0.93842613697052,7.07497549057007,122.628014245115,-26.6263552527979,-32.5653584153803,9.53217220306396,-0.59651130437851,-9.03025341033936,266.336314533207,-54.8745116032587,301.671697147621
105.13,-2.81170654296875,-0.622699975967407,6.86677980422974,90.0532301686801,-27.5988478321081,-13.4270479789205,9.94320297241211,-0.516539573669434,-9.00906658172607,268.569513184235,-60.7618409696753,306.47348405868
105.135,-2.32084059715271,-0.663647174835205,6.56167984008789,60.0663023159254,-26.5982934205929,3.73639394063977,10.2786140441895,-0.438240319490433,-8.90092945098877,270.604772953115,-67.0960764436751,310.510836197831
105.14,0.515800297260284,-1.13029623031616,5.79828071594238,36.6577413886743,-27.3276705390383,15.1247179641102,10.3971405029297,-0.43694007396698,-8.66851425170898,274.222095779067,-75.0650835445716,313.818751454382
105.145,1.67365097999573,-1.51936650276184,5.27691507339478,20.2598966538413,-26.213956968449,25.4862327557827,10.4860410690308,-0.545865833759308,-8.77211284637451,279.506039404016,-87.19701581251,316.008182253208
105.15,2.00906872749329,-1.74207675457001,4.66920375823975,9.50323236679508,-24.4068408857727,36.1488854653192,10.5443029403687,-0.804844915866852,-9.29766464233398,284.723402344935,-101.139166776555,317.07986625474
105.155,2.15329074859619,-1.71757912635803,3.70849776268005,3.64308288440682,-22.7789250612554,48.1880501039505,10.5692415237427,-1.25476360321045,-10.3394069671631,288.490716125061,-115.12979159314,316.96588405787
105.16,2.12386679649353,-1.46094298362732,2.40303945541382,-0.907937579978324,-20.2046831121382,59.5124969176425,10.0083160400391,-2.39390087127686,-11.1690473556519,289.202285232792,-127.426099193644,314.823499602048
105.165,1.51532399654388,-1.10562992095947,1.51373326778412,-10.8129996873205,-14.4292612726303,68.7353764859915,8.98098278045654,-4.30153179168701,-11.2880868911743,290.547067518098,-131.908082987385,311.378024335613
105.17,0.675635874271393,-0.749404072761536,1.07422935962677,-23.688011286953,-7.90045334597071,76.9078344316952,7.6423921585083,-6.917311668396,-10.8924942016602,292.747863751703,-127.505520633313,306.599268822435
105.175,0.0242189839482307,-0.515027463436127,1.16140604019165,-36.7660272077757,-3.63574469991728,85.2697413344075,6.16353225708008,-10.2198972702026,-10.1888990402222,296.15052739242,-112.190385532879,300.346804373179
105.18,1.74563443660736,-0.706649005413055,1.27903711795807,-39.1653155688503,5.0207414315085,95.3646379842813,5.17912817001343,-12.6423969268799,-9.71420764923096,298.083552889803,-97.3244446534005,291.672300202723
105.185,3.51036238670349,-0.797825634479523,1.36670744419098,-40.7347359457683,13.1258622497323,104.262619114191,4.53477716445923,-13.361988067627,-9.13383293151855,298.17879304759,-87.3660971454137,281.25596119013
105.19,4.80883312225342,-0.738418996334076,1.37674796581268,-42.0410232849116,14.7123265099504,110.777649695521,4.08429861068726,-12.547022819519,-8.43242454528809,295.085755542328,-81.9803427206969,269.332199427715
105.195,4.87167835235596,-0.472994357347488,1.21702647209167,-43.0935622661997,-1.69215642170392,112.720121344527,3.58737921714783,-10.4415588378906,-7.6033787727356,285.948710961279,-80.5444798628093,256.115100364823
105.2,4.55545997619629,-0.0896802321076393,0.059645414352417,-40.5286384026577,-27.2493419296366,111.255940522341,3.03728604316711,-8.5980110168457,-6.62704944610596,266.238451582779,-83.3121476465793,241.793696316924
105.205,3.94919681549072,0.276121914386749,-1.36629796028137,-37.420605217073,-59.4225364960842,107.744635892685,2.66321992874146,-7.32287549972534,-5.81822824478149,241.771293296446,-90.1443517223972,225.695186330014
