time_s,axx_thigh,axy_thigh,axz_thigh,gxx_thigh,gxy_thigh,gxz_thigh,axx_shank,axy_shank,axz_shank,gxx_shank,gxy_shank,gxz_shank
100.0,0.923533082008362,-9.04090785980225,8.21042060852051,-113.32050180276,-55.7729581017767,-76.0603377292909,-10.0849351882935,-10.7895612716675,0.137591183185577,55.2764170094951,41.4621579225638,11.5471878202625
100.005,0.591730058193207,-7.78615999221802,8.26726150512695,-109.917920124313,-44.8475172790185,-75.9174843228,-9.75013065338135,-9.28755283355713,-0.527394473552704,59.3601973595295,43.428087856274,12.4122278635501
100.01,0.0151092279702425,-6.62471103668213,8.23258495330811,-107.72566845736,-31.0286512294921,-75.7181042707382,-9.38546562194824,-7.9528284072876,-1.34731829166412,62.4441848641412,42.9640072380229,11.6083504567327
100.015,-0.744858384132385,-5.53912496566772,8.11419677734375,-106.421443835346,-14.2156308846389,-75.5875452047534,-9.10327339172363,-6.75924205780029,-2.29371380805969,64.3766980973371,39.9305460577964,9.37107332899721
100.02,-1.5363986492157,-4.50410175323486,7.85121726989746,-105.339391606655,6.60433871982252,-75.4740274607478,-9.29789161682129,-5.76003217697144,-2.99683260917664,66.0640143695187,34.8773057324433,6.02447017344043
100.025,-2.02272510528564,-3.90887188911438,7.62228775024414,-104.152823823283,28.9663302511201,-74.8542765860283,-10.0085544586182,-4.84058809280396,-2.9505877494812,66.9961029647936,28.0919106505548,0.854719520729935
100.03,-2.44908499717712,-3.21635699272156,7.13458395004272,-101.060592280343,50.9841485501407,-72.890610860028,-11.0632476806641,-3.91725039482117,-2.67532825469971,64.6845210628512,18.0877718468249,-6.44462157627095
100.035,-2.87228989601135,-2.27310299873352,6.25867748260498,-95.0145976195073,71.5243407995937,-69.0871653791931,-12.4343852996826,-2.94976282119751,-2.29559230804443,58.2241866363946,4.0323289619035,-16.1023126947303
100.04,-3.08739256858826,-1.35275876522064,4.82910585403442,-83.0597516661798,86.7923475947542,-62.1166431424932,-14.2883005142212,-1.84711563587189,-1.43397915363312,48.0285207906011,-15.8420380911232,-28.5733194587303
100.045,-3.65861916542053,-0.413411915302277,3.2184431552887,-68.3108460781294,92.5622864999059,-54.1715246282188,-16.487003326416,-0.279144763946533,-0.852913022041321,33.677678627379,-27.2766046297087,-43.9947374252912
100.05,-4.58760356903076,0.413285791873932,1.54956185817719,-52.6190772713883,90.0135535997915,-46.2638355505961,-18.1429595947266,1.38622641563416,-0.10577268153429,19.8960627220385,-34.8593833160612,-58.7507942214026
100.055,-5.87377405166626,1.0266752243042,-0.0977569594979286,-37.0743248714372,79.3000398866005,-38.8951371909467,-18.7188377380371,2.90948891639709,1.00372815132141,8.17325024764738,-41.494505698473,-71.8380923693074
