Fx_N,Fy_N,Fz_N,Fx_BW,Fy_BW,Fz_BW
144.725,-89.9092,693.314,0.1967040434930343,-0.12220074753652735,0.9423227998640842
140.186,-93.2538,669.015,0.19053482840638805,-0.1267465851172273,0.9092966360856269
134.861,-96.518,641.261,0.18329731566428814,-0.1311831464492015,0.87157458375807
128.278,-99.5974,609.198,0.17434998301053345,-0.13536853550798503,0.8279959225280326
120.203,-102.241,571.947,0.16337478763166838,-0.13896160380564052,0.7773659531090724
110.735,-103.996,528.8,0.15050628610261638,-0.14134692490655792,0.7187223921168875
100.278,-104.243,479.484,0.13629357798165137,-0.14168263676520557,0.6516941896024464
89.4255,-102.31,424.407,0.12154332313965341,-0.13905538566089026,0.5768358817533129
78.8469,-97.6112,364.836,0.10716534148827728,-0.13266897723411483,0.49586952089704384
69.2147,-89.7849,302.919,0.09407366632687733,-0.12203180428134555,0.41171457696228336
61.1453,-78.7939,241.516,0.08310608222901801,-0.10709330615018688,0.3282582398912674
55.1065,-65.0082,183.847,0.0748984029901461,-0.08835637104994903,0.24987699626231738
51.2881,-49.2324,132.976,0.06970859667006456,-0.06691457696228338,0.1807353041114509
49.5067,-32.6407,91.2637,0.06728739381583418,-0.04436384641522256,0.12404172612979952
49.2281,-16.5963,59.9269,0.0669087325857968,-0.022556982670744137,0.08145008494733266
49.7259,-2.39797,38.8287,0.06758532110091743,-0.0032592184845395855,0.052774311926605505
50.3037,8.95621,26.5698,0.06837064220183486,0.012172898402990146,0.036112538226299694
50.4745,16.9038,20.8539,0.06860278627251104,0.022974923547400612,0.028343730886850153
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
35.4597,-4.20781,28.3165,0.04819531090723751,-0.005719075773020728,0.03848657832144071
33.3036,-17.2554,50.5344,0.04526483180428135,-0.023452803261977576,0.0686841997961264
30.5635,-30.4542,76.8516,0.041540604825008494,-0.04139204892966361,0.10445341488277268
27.9745,-40.7869,104.626,0.03802174651715936,-0.05543581379544683,0.1422031940197078
26.3599,-45.7453,131.392,0.035827251104315325,-0.062175059463132856,0.17858239891267413
26.3017,-44.0668,155.939,0.03574814814814815,-0.05989371389738362,0.2119456337071016
27.8781,-35.9746,179.053,0.03789072375127421,-0.04889514101257221,0.24336119605844375
30.6466,-22.8325,203.566,0.041653550798504926,-0.031032959565069657,0.2766782195039076
33.9459,-6.42275,233.623,0.046137818552497455,-0.008729527692830445,0.31753041114509
37.388,11.7629,273.354,0.05081617397213727,0.015987631668365615,0.37153109072375123
41.2432,30.8641,325.381,0.05605599728168536,0.041949167516139994,0.44224396873938154
46.4234,50.5122,389.672,0.06309670404349303,0.06865402650356779,0.5296255521576623
53.9841,70.3964,463.125,0.07337288481141692,0.09567978253482841,0.6294597349643222
64.3838,89.8757,540.057,0.08750771321780496,0.12215521576622493,0.7340224260958206
76.9625,107.891,613.442,0.10460414542983351,0.14664084267753993,0.8337641862045532
90.0437,123.196,676.543,0.12238355419639824,0.16744274549779137,0.9195283724091063
101.684,134.725,724.493,0.13820455317703023,0.18311247026843355,0.984699966021067
110.652,141.917,755.365,0.1503934760448522,0.19288752973156642,1.0266598708800543
117.011,144.87,770.423,0.1590363574583758,0.19690112130479104,1.0471260618416582
121.953,144.297,773.534,0.1657533129459735,0.1961223241590214,1.0513544002718314
126.99,141.326,769.999,0.17259938837920488,0.1920842677539925,1.0465497791369351
133.049,137.215,765.23,0.1808345225959905,0.18649677200135917,1.040067957866123
140.021,133.086,763.636,0.19031056744818212,0.18088481141692153,1.0379014610941215
146.988,129.717,767.958,0.19977981651376148,0.17630581039755353,1.043775739041794
152.888,127.42,779.119,0.2077988447162759,0.17318382602786273,1.058945293917771
157.121,126.051,796.504,0.21355215766224941,0.1713231396534149,1.0825742439687394
159.732,125.168,818.487,0.21710091743119267,0.17012300373768263,1.1124525993883791
161.141,124.291,843.018,0.2190159700985389,0.16893102276588515,1.1457940876656474
161.704,123.12,868.116,0.21978117567108393,0.1673394495412844,1.1799062181447502
161.48,121.639,892.168,0.21947672443085287,0.16532653754672103,1.21259667006456
160.341,120.053,914.015,0.21792864424057085,0.16317091403329936,1.2422901800883452
158.291,118.617,932.882,0.2151423717295277,0.1612191641182467,1.2679334012911994
155.708,117.442,948.253,0.2116316683656133,0.15962215426435608,1.2888250084947332
153.314,116.392,959.767,0.20837784573564389,0.158195039075773,1.3044743459055386
151.907,115.114,967.197,0.20646551138294258,0.15645803601766906,1.3145728848114169
152.007,113.21,970.51,0.20660142711518859,0.15387020047570504,1.3190757730207272
153.641,110.426,969.929,0.20882229018008833,0.15008630648997623,1.318286102616378
156.357,106.766,965.925,0.21251376146788992,0.14511179068977234,1.3128440366972476
159.441,102.455,959.124,0.2167054026503568,0.13925246347264697,1.3036004077471968
162.185,97.8046,950.165,0.22043493034318723,0.13293183826027863,1.291423717295277
164.102,93.0759,939.593,0.2230404349303432,0.12650479102956166,1.277054706082229
164.984,88.4237,927.792,0.224239211688753,0.12018171933401291,1.2610152905198777
164.845,83.9029,915.001,0.22405028882093103,0.11403724091063541,1.2436303092082908
163.831,79.5002,901.372,0.2226721032959565,0.10805327896704045,1.2251063540604825
162.15,75.1713,887.048,0.22038735983690114,0.10216962283384302,1.2056377845735644
160.032,70.8792,872.241,0.2175086646279307,0.09633598369011212,1.185512742099898
157.697,66.6284,857.249,0.2143350322799864,0.09055847774379884,1.1651362555215767
155.312,62.4775,842.433,0.21109344206591915,0.08491675161399932,1.1449989806320082
152.957,58.5248,828.137,0.20789262657152566,0.07954441046551138,1.1255684675501187
150.63,54.8764,814.626,0.20472986748216104,0.07458566089024804,1.107204892966361
148.306,51.6118,802.053,0.20157118586476386,0.07014855589534488,1.0901162079510702
146.003,48.7578,790.483,0.19844104655113828,0.06626952089704384,1.0743907577302072
143.806,46.275,779.926,0.19545497791369354,0.06289500509683996,1.0600421338769963
141.834,44.0637,770.395,0.19277471967380225,0.059889500509683995,1.0470880054366292
140.182,41.9929,761.925,0.19052939177709818,0.057074957526333674,1.0355759429153923
138.86,39.9427,754.572,0.188732585796806,0.05428841318382603,1.0255820591233435
137.79,37.8449,748.386,0.1872782874617737,0.05143717295276928,1.0171743119266055
136.855,35.6998,743.363,0.1860074753652735,0.04852164458036018,1.0103472646958886
135.956,33.5591,739.418,0.18478559293238192,0.045612096500169896,1.0049853890587837
135.065,31.4823,736.379,0.18357458375806998,0.04278939857288481,1.0008549099558275
134.218,29.492,734.021,0.1824233775059463,0.04008426775399253,0.9976500169894664
133.484,27.56,732.107,0.18142575603126063,0.03745837580699966,0.9950485898742779
132.916,25.6311,730.446,0.1806537546721033,0.034836697247706425,0.9927910295616718
132.523,23.662,728.931,0.18011960584437647,0.03216038056405029,0.9907319062181448
132.277,21.6462,727.551,0.1797852531430513,0.02942059123343527,0.9888562691131499
132.133,19.6087,726.381,0.17958953448861706,0.026651308188922865,0.9872660550458715
132.063,17.5788,725.538,0.17949439347604484,0.023892354740061163,0.9861202854230378
132.07,15.5647,725.148,0.17950390757730206,0.021154875976894326,0.9855902140672783
132.192,13.5473,725.316,0.17966972477064222,0.01841291199456337,0.9858185524974517
132.472,11.4978,726.111,0.18005028882093102,0.015627319062181448,0.9868990825688073
132.917,9.40125,727.561,0.18065511382942576,0.012777777777777777,0.9888698606863745
133.47,7.26905,729.657,0.18140672782874617,0.009879782534828406,0.9917186544342508
134.009,5.12908,732.357,0.18213931362555214,0.0069712266394835205,0.995388379204893
134.389,3.0047,735.599,0.182655793408087,0.004083860006795787,0.9997947672443086
134.508,0.896393,739.308,0.18281753312945975,0.0012183391097519538,1.004835881753313
134.361,-1.22387,743.411,0.18261773700305808,-0.0016634318722392118,1.0104125042473666
134.056,-3.40306,747.832,0.1822031940197078,-0.0046252939177709815,1.0164213387699625
133.768,-5.68513,752.503,0.18181175671083927,-0.007726986068637445,1.0227699626231737
133.669,-8.0845,757.36,0.18167720013591573,-0.010988107373428474,1.0293713897383623
133.855,-10.5688,762.346,0.18193000339789328,-0.014364661909616038,1.0361481481481483
134.325,-13.0649,767.412,0.18256880733944952,-0.01775725450220863,1.043033639143731
135.0,-15.4916,772.515,0.1834862385321101,-0.021055521576622493,1.0499694189602446
135.78,-17.8077,777.628,0.18454638124362896,-0.024203465851172275,1.056918790349983
136.596,-20.0482,782.745,0.18565545361875638,-0.02724865783214407,1.0638735983690113
137.434,-22.3289,787.887,0.1867944274549779,-0.030348487937478765,1.0708623853211008
138.317,-24.8123,793.104,0.18799456337071016,-0.03372381923207611,1.0779531090723753
139.276,-27.6525,798.479,0.18929799524294938,-0.03758409785932722,1.085258579680598
140.315,-30.9464,804.124,0.1907101597009854,-0.04206102616377846,1.0929310227658853
141.414,-34.7118,810.164,0.192203873598369,-0.04717879714576962,1.101140332993544
142.535,-38.899,816.706,0.19372748895684674,-0.05286986068637445,1.1100319401970777
143.639,-43.4201,823.806,0.1952279986408427,-0.05901474685694869,1.1196819571865444
144.697,-48.1782,831.445,0.19666598708800545,-0.06548175331294596,1.130064559972817
145.687,-53.0818,839.522,0.19801155283724092,-0.0721465171593612,1.141042473666327
146.582,-58.046,847.858,0.19922799864084267,-0.0788936459395175,1.152372409106354
147.35,-62.9851,856.207,0.200271831464492,-0.08560665987088006,1.1637200135915733
