trial_id,start_idx,rmse,mae,pearson_r,bias,stderr,nrmse,nrmse_bw,y_true_median_abs,y_pred_median_abs
gt_small_018,3712,248.23832546381647,207.5638377815485,0.8483736737546878,-29.489847645163536,246.48045584781102,0.33229171031499255,0.3373949377693734,747.0494079589844,526.8299865722656
gt_small_019,0,248.76369059170105,211.12093438208103,0.7835423064574023,-102.65175341069698,226.59653854044868,0.4561131735874321,0.3381089916299029,545.3990478515625,266.97581481933594
gt_small_019,128,237.2952896337555,197.41076803207397,0.7913466258925167,-74.37274169921875,225.3391882796004,0.5305607559142397,0.322521630491003,447.2537536621094,226.40599822998047
gt_small_019,256,240.5743410377004,207.90800604224205,0.8338966120755226,-104.95037296414375,216.47501652710622,0.4443280587186754,0.32697837721739775,541.4340515136719,347.61383056640625
gt_small_019,384,237.24198632636123,208.45642660558224,0.8422414444651627,-80.2495980411768,223.25716582073443,0.5434115333067432,0.3224491829104468,436.578857421875,296.61102294921875
gt_small_019,512,277.20722304376136,240.64773735404015,0.7918402909862506,-143.53696420788765,237.15181722604876,0.45674477278268144,0.3767682270387514,606.9193115234375,304.3633270263672
gt_small_019,640,280.81252408557623,248.16916286945343,0.8475303377437479,-139.96194285154343,243.44676674076737,0.570718718026099,0.381668398349407,492.03314208984375,247.4712142944336
gt_small_019,768,253.85533317152434,225.06636115908623,0.8614608419171448,-116.93769267201424,225.31778938239913,0.451655563170619,0.3450293349256192,562.0551452636719,273.40846252441406
gt_small_019,896,251.0643134190882,218.4123949110508,0.8645267062572295,-93.11870667338371,233.15701992450167,0.47457612833588736,0.3412358999919649,529.0285339355469,306.2486267089844
gt_small_019,1024,227.0865390889478,195.31971141695976,0.8479126476146869,-66.93514087796211,216.99765701740557,0.5059888159197121,0.3086463324348594,448.79754638671875,274.0591125488281
gt_small_019,1152,237.1701267847505,207.37202410399914,0.8262476565280918,-84.57476605474949,221.5779275692392,0.4451977358530466,0.3223515144882779,532.7298583984375,279.3590850830078
