epoch,train_loss,train_rmse_mean,train_rmse_Fx,train_rmse_Fy,train_rmse_Fz,val_rmse_mean,val_rmse_Fx,val_rmse_Fy,val_rmse_Fz
1,490655.9587264151,693.3811273114534,,,693.3811273114534,726.1954944141083,,,726.1954944141083
2,356230.6447523585,584.0591236268921,,,584.0591236268921,380.4070398826258,,,380.4070398826258
3,213066.98135318398,452.69030889379,,,452.69030889379,350.31046506910525,,,350.31046506910525
4,194795.42364386792,435.34821507228423,,,435.34821507228423,331.7744835766446,,,331.7744835766446
5,183903.109375,421.5627349328579,,,421.5627349328579,346.71653593223596,,,346.71653593223596
